episode,score,ep_reward,steps,epsilon,alpha,won,avg_score_100
22829,90,-2.4,29,0.05,0.08,0,345.0
22830,280,0.675,119,0.05,0.08,0,345.5
22831,100,-2.975,49,0.05,0.08,0,341.6
22832,40,-2.3,15,0.05,0.08,0,337.1
22833,70,-2.65,49,0.05,0.08,0,332.9
22834,490,12.45,112,0.05,0.08,1,332.9
22835,490,2.5,99,0.05,0.08,1,337.5
22836,490,3.65,67,0.05,0.08,1,337.5
22837,60,-2.575,29,0.05,0.08,0,333.2
22838,490,12.375,113,0.05,0.08,1,337.4
22839,100,-3.375,58,0.05,0.08,0,335.7
22840,490,11.8,109,0.05,0.08,1,335.7
22841,60,-1.925,10,0.05,0.08,0,335.9
22842,460,8.825,89,0.05,0.08,0,340.2
22843,490,3.6,82,0.05,0.08,1,340.2
22844,490,1.3,122,0.05,0.08,1,340.2
22845,120,-2.55,39,0.05,0.08,0,336.5
22846,490,11.275,110,0.05,0.08,1,336.5
22847,60,-2.3,20,0.05,0.08,0,332.2
22848,490,11.775,135,0.05,0.08,1,332.2
22849,280,-3.075,90,0.05,0.08,0,332.2
22850,230,-2.15,55,0.05,0.08,0,329.6
22851,490,8.6,108,0.05,0.08,1,334.2
22852,140,-4.325,89,0.05,0.08,0,330.7
22853,490,10.175,125,0.05,0.08,1,330.7
22854,260,-3.45,98,0.05,0.08,0,332.7
22855,160,-2.1,37,0.05,0.08,0,329.4
22856,190,-0.6,25,0.05,0.08,0,330.6
22857,140,-2.75,51,0.05,0.08,0,327.1
22858,490,10.45,111,0.05,0.08,1,330.9
22859,490,2.2,104,0.05,0.08,1,330.9
22860,40,-2.7,26,0.05,0.08,0,329.1
22861,490,12.925,118,0.05,0.08,1,329.1
22862,490,1.95,111,0.05,0.08,1,329.7
22863,70,-2.725,33,0.05,0.08,0,325.5
22864,490,11.95,125,0.05,0.08,1,330.1
22865,490,1.375,126,0.05,0.08,1,334.4
22866,490,2.975,86,0.05,0.08,1,338.5
22867,490,0.85,139,0.05,0.08,1,338.5
22868,490,3.175,79,0.05,0.08,1,343.0
22869,30,-3.425,43,0.05,0.08,0,343.0
22870,440,6.3,144,0.05,0.08,0,342.5
22871,490,3.825,93,0.05,0.08,1,345.1
22872,490,0.7,145,0.05,0.08,1,345.1
22873,490,1.925,112,0.05,0.08,1,345.1
22874,490,2.675,93,0.05,0.08,1,345.1
22875,490,-0.85,186,0.05,0.08,1,345.1
22876,260,-2.9,82,0.05,0.08,0,342.8
22877,60,-2.15,16,0.05,0.08,0,338.5
22878,490,12.075,129,0.05,0.08,1,338.5
22879,280,-5.6,155,0.05,0.08,0,336.4
22880,490,7.775,98,0.05,0.08,1,336.4
22881,490,2.85,88,0.05,0.08,1,336.4
22882,490,1.525,123,0.05,0.08,1,336.4
22883,120,-2.875,47,0.05,0.08,0,336.1
22884,490,10.55,127,0.05,0.08,1,336.1
22885,120,-2.7,44,0.05,0.08,0,337.0
22886,490,10.375,132,0.05,0.08,1,341.0
22887,30,-3.7,49,0.05,0.08,0,337.7
22888,490,12.95,123,0.05,0.08,1,341.8
22889,490,2.275,102,0.05,0.08,1,341.8
22890,490,0.65,144,0.05,0.08,1,346.4
22891,490,0.375,149,0.05,0.08,1,346.4
22892,490,1.325,127,0.05,0.08,1,346.4
22893,70,-2.825,36,0.05,0.08,0,346.1
22894,490,11.475,132,0.05,0.08,1,346.1
22895,490,2.475,97,0.05,0.08,1,346.1
22896,490,1.925,112,0.05,0.08,1,346.1
22897,490,1.625,120,0.05,0.08,1,350.2
22898,230,-2.45,64,0.05,0.08,0,347.6
22899,490,9.175,86,0.05,0.08,1,347.6
22900,190,-4.05,96,0.05,0.08,0,344.6
22901,70,-2.2,19,0.05,0.08,0,340.4
22902,490,8.625,207,0.05,0.08,1,340.4
22903,490,1.225,131,0.05,0.08,1,340.4
22904,60,-4.525,77,0.05,0.08,0,338.3
22905,490,14.05,77,0.05,0.08,1,341.6
22906,490,1.375,127,0.05,0.08,1,341.6
22907,60,-2.925,36,0.05,0.08,0,337.3
22908,490,12.275,122,0.05,0.08,1,337.3
22909,490,1.375,127,0.05,0.08,1,337.3
22910,490,3.625,67,0.05,0.08,1,337.3
22911,490,3.525,71,0.05,0.08,1,337.3
22912,180,-1.275,23,0.05,0.08,0,334.2
22913,490,9.425,112,0.05,0.08,1,338.8
22914,490,1.825,113,0.05,0.08,1,338.8
22915,80,-2.9,38,0.05,0.08,0,338.9
22916,60,-2.1,17,0.05,0.08,0,334.6
22917,490,12.175,119,0.05,0.08,1,334.6
22918,120,-1.9,23,0.05,0.08,0,330.9
22919,490,12.65,73,0.05,0.08,1,330.9
22920,490,3.25,77,0.05,0.08,1,335.4
22921,490,3.15,81,0.05,0.08,1,337.6
22922,490,1.375,128,0.05,0.08,1,341.8
22923,100,-4.35,83,0.05,0.08,0,337.9
22924,490,11.475,119,0.05,0.08,1,341.7
22925,490,1.525,124,0.05,0.08,1,344.8
22926,490,0.575,147,0.05,0.08,1,349.4
22927,490,2.725,91,0.05,0.08,1,354.0
22928,490,2.075,108,0.05,0.08,1,354.0
22929,490,1.875,115,0.05,0.08,1,358.0
22930,490,2.425,99,0.05,0.08,1,360.1
22931,390,-1.825,83,0.05,0.08,0,363.0
22932,490,4.5,104,0.05,0.08,1,367.5
22933,490,3.775,65,0.05,0.08,1,371.7
22934,490,1.05,136,0.05,0.08,1,371.7
22935,490,1.2,131,0.05,0.08,1,371.7
22936,490,1.375,127,0.05,0.08,1,371.7
22937,490,2.175,106,0.05,0.08,1,376.0
22938,490,1.2,130,0.05,0.08,1,376.0
22939,490,1.8,114,0.05,0.08,1,379.9
22940,490,3.2,79,0.05,0.08,1,379.9
22941,100,-1.8,16,0.05,0.08,0,380.3
22942,490,12.0,103,0.05,0.08,1,380.6
22943,30,-2.85,27,0.05,0.08,0,376.0
22944,150,-0.3,66,0.05,0.08,0,372.6
22945,280,0.45,84,0.05,0.08,0,374.2
22946,490,6.775,120,0.05,0.08,1,374.2
22947,490,2.55,96,0.05,0.08,1,378.5
22948,60,-3.0,38,0.05,0.08,0,374.2
22949,490,8.775,207,0.05,0.08,1,376.3
22950,490,2.3,99,0.05,0.08,1,378.9
22951,490,0.35,149,0.05,0.08,1,378.9
22952,490,2.45,99,0.05,0.08,1,382.4
22953,490,2.125,108,0.05,0.08,1,382.4
22954,490,1.15,130,0.05,0.08,1,384.7
22955,380,-3.125,112,0.05,0.08,0,386.9
22956,490,5.475,91,0.05,0.08,1,389.9
22957,490,3.025,83,0.05,0.08,1,393.4
22958,490,3.9,61,0.05,0.08,1,393.4
22959,490,0.75,140,0.05,0.08,1,393.4
22960,490,2.625,94,0.05,0.08,1,397.9
22961,490,2.225,105,0.05,0.08,1,397.9
22962,40,-2.175,12,0.05,0.08,0,393.4
22963,80,-4.45,103,0.05,0.08,0,393.5
22964,490,13.025,91,0.05,0.08,1,393.5
22965,490,1.875,113,0.05,0.08,1,393.5
22966,490,2.7,93,0.05,0.08,1,393.5
22967,490,2.925,87,0.05,0.08,1,393.5
22968,490,0.65,144,0.05,0.08,1,393.5
22969,490,1.2,126,0.05,0.08,1,398.1
22970,270,-1.35,45,0.05,0.08,0,396.4
22971,490,6.95,116,0.05,0.08,1,396.4
22972,490,2.275,104,0.05,0.08,1,396.4
22973,490,2.425,99,0.05,0.08,1,396.4
22974,490,1.325,120,0.05,0.08,1,396.4
22975,490,2.975,83,0.05,0.08,1,396.4
22976,490,2.45,95,0.05,0.08,1,398.7
22977,490,-1.45,196,0.05,0.08,1,403.0
22978,490,3.125,80,0.05,0.08,1,403.0
22979,60,-3.2,41,0.05,0.08,0,400.8
22980,490,12.4,119,0.05,0.08,1,400.8
22981,490,2.1,109,0.05,0.08,1,400.8
22982,490,1.2,132,0.05,0.08,1,400.8
22983,110,-3.025,50,0.05,0.08,0,400.7
22984,460,5.05,147,0.05,0.08,0,400.4
22985,70,-3.6,55,0.05,0.08,0,399.9
22986,490,13.35,80,0.05,0.08,1,399.9
22987,490,3.1,81,0.05,0.08,1,404.5
22988,140,-2.125,33,0.05,0.08,0,401.0
22989,40,-3.425,45,0.05,0.08,0,396.5
22990,100,0.15,13,0.05,0.08,0,392.6
22991,490,10.25,143,0.05,0.08,1,392.6
22992,490,1.45,126,0.05,0.08,1,392.6
22993,490,1.125,129,0.05,0.08,1,396.8
22994,490,-1.175,188,0.05,0.08,1,396.8
22995,490,2.025,108,0.05,0.08,1,396.8
22996,490,0.825,141,0.05,0.08,1,396.8
22997,490,-0.2,165,0.05,0.08,1,396.8
22998,490,1.225,128,0.05,0.08,1,399.4
22999,490,3.05,82,0.05,0.08,1,399.4
23000,490,0.375,146,0.05,0.08,1,402.4
23001,490,2.225,104,0.05,0.08,1,406.6
23002,110,-3.075,49,0.05,0.08,0,402.8
23003,490,11.4,112,0.05,0.08,1,402.8
23004,490,2.15,106,0.05,0.08,1,407.1
23005,490,2.875,89,0.05,0.08,1,407.1
23006,490,2.575,94,0.05,0.08,1,407.1
23007,490,0.3,155,0.05,0.08,1,411.4
23008,60,-4.125,66,0.05,0.08,0,407.1
23009,490,12.375,120,0.05,0.08,1,407.1
23010,490,2.65,93,0.05,0.08,1,407.1
23011,490,1.875,109,0.05,0.08,1,407.1
23012,490,1.325,125,0.05,0.08,1,410.2
23013,80,-2.7,37,0.05,0.08,0,406.1
23014,490,11.575,122,0.05,0.08,1,406.1
23015,490,2.15,106,0.05,0.08,1,410.2
23016,280,-3.675,104,0.05,0.08,0,412.4
23017,490,6.125,132,0.05,0.08,1,412.4
23018,280,-3.125,89,0.05,0.08,0,414.0
23019,490,7.05,114,0.05,0.08,1,414.0
23020,490,3.55,71,0.05,0.08,1,414.0
23021,490,1.025,133,0.05,0.08,1,414.0
23022,490,1.425,120,0.05,0.08,1,414.0
23023,490,1.425,122,0.05,0.08,1,417.9
23024,190,-2.2,49,0.05,0.08,0,414.9
23025,490,8.9,113,0.05,0.08,1,414.9
23026,490,2.075,108,0.05,0.08,1,414.9
23027,30,-3.875,56,0.05,0.08,0,410.3
23028,490,14.2,87,0.05,0.08,1,410.3
23029,80,-2.35,26,0.05,0.08,0,406.2
23030,490,11.825,123,0.05,0.08,1,406.2
23031,490,2.025,108,0.05,0.08,1,407.2
23032,490,3.6,69,0.05,0.08,1,407.2
23033,490,2.4,99,0.05,0.08,1,407.2
23034,490,2.75,84,0.05,0.08,1,407.2
23035,490,2.725,91,0.05,0.08,1,407.2
23036,490,2.475,97,0.05,0.08,1,407.2
23037,120,-3.05,52,0.05,0.08,0,403.5
23038,490,10.675,124,0.05,0.08,1,403.5
23039,490,0.975,137,0.05,0.08,1,403.5
23040,490,1.8,115,0.05,0.08,1,403.5
23041,490,2.4,99,0.05,0.08,1,407.4
23042,490,3.4,73,0.05,0.08,1,407.4
23043,490,2.425,99,0.05,0.08,1,412.0
23044,490,2.925,86,0.05,0.08,1,415.4
23045,490,1.075,135,0.05,0.08,1,417.5
23046,490,2.525,96,0.05,0.08,1,417.5
23047,490,-13.95,469,0.05,0.08,1,417.5
23048,490,-0.725,160,0.05,0.08,1,421.8
23049,490,1.55,119,0.05,0.08,1,421.8
23050,490,2.475,97,0.05,0.08,1,421.8
23051,430,-3.925,137,0.05,0.08,0,421.2
23052,490,2.725,119,0.05,0.08,1,421.2
23053,40,-2.8,27,0.05,0.08,0,416.7
23054,490,13.45,99,0.05,0.08,1,416.7
23055,490,1.325,128,0.05,0.08,1,417.8
23056,490,2.275,102,0.05,0.08,1,417.8
23057,490,3.35,74,0.05,0.08,1,417.8
23058,490,1.8,114,0.05,0.08,1,417.8
23059,60,-2.15,16,0.05,0.08,0,413.5
23060,490,10.4,170,0.05,0.08,1,413.5
23061,50,-2.7,27,0.05,0.08,0,409.1
23062,490,13.475,92,0.05,0.08,1,413.6
23063,200,-1.45,32,0.05,0.08,0,414.8
23064,490,8.35,128,0.05,0.08,1,414.8
23065,230,-2.975,74,0.05,0.08,0,412.2
23066,490,7.6,130,0.05,0.08,1,412.2
23067,490,3.35,75,0.05,0.08,1,412.2
23068,490,2.8,91,0.05,0.08,1,412.2
23069,490,0.675,145,0.05,0.08,1,412.2
23070,70,-2.175,19,0.05,0.08,0,410.2
23071,490,5.575,288,0.05,0.08,1,410.2
23072,50,-3.1,36,0.05,0.08,0,405.8
23073,490,12.1,127,0.05,0.08,1,405.8
23074,140,-1.85,26,0.05,0.08,0,402.3
23075,490,10.25,122,0.05,0.08,1,402.3
23076,490,1.35,129,0.05,0.08,1,402.3
23077,490,1.5,119,0.05,0.08,1,402.3
23078,490,3.35,75,0.05,0.08,1,402.3
23079,490,2.85,87,0.05,0.08,1,406.6
23080,490,2.525,97,0.05,0.08,1,406.6
23081,490,1.7,117,0.05,0.08,1,406.6
23082,490,1.8,117,0.05,0.08,1,406.6
23083,490,2.125,106,0.05,0.08,1,410.4
23084,490,1.975,111,0.05,0.08,1,410.7
23085,80,-1.9,14,0.05,0.08,0,410.8
23086,490,13.8,71,0.05,0.08,1,410.8
23087,490,2.7,91,0.05,0.08,1,410.8
23088,490,2.3,98,0.05,0.08,1,414.3
23089,490,3.625,68,0.05,0.08,1,418.8
23090,490,2.2,106,0.05,0.08,1,422.7
23091,30,-3.05,32,0.05,0.08,0,418.1
23092,270,4.725,41,0.05,0.08,0,415.9
23093,490,7.975,95,0.05,0.08,1,415.9
23094,490,2.7,91,0.05,0.08,1,415.9
23095,490,3.4,73,0.05,0.08,1,415.9
23096,490,2.05,110,0.05,0.08,1,415.9
23097,100,-2.5,34,0.05,0.08,0,412.0
23098,490,12.0,105,0.05,0.08,1,412.0
23099,70,-2.3,22,0.05,0.08,0,407.8
23100,60,-3.55,52,0.05,0.08,0,403.5
23101,490,13.0,105,0.05,0.08,1,403.5
23102,490,3.75,65,0.05,0.08,1,407.3
23103,490,2.375,99,0.05,0.08,1,407.3
23104,490,2.175,103,0.05,0.08,1,407.3
23105,60,-3.525,52,0.05,0.08,0,403.0
23106,40,-1.95,6,0.05,0.08,0,398.5
23107,490,12.975,117,0.05,0.08,1,398.5
23108,490,2.975,84,0.05,0.08,1,402.8
23109,490,1.75,116,0.05,0.08,1,402.8
23110,490,2.4,100,0.05,0.08,1,402.8
23111,490,1.9,111,0.05,0.08,1,402.8
23112,490,1.325,128,0.05,0.08,1,402.8
23113,490,1.1,134,0.05,0.08,1,406.9
23114,490,2.975,84,0.05,0.08,1,406.9
23115,490,1.55,123,0.05,0.08,1,406.9
23116,490,3.05,83,0.05,0.08,1,409.0
23117,490,2.825,88,0.05,0.08,1,409.0
23118,490,2.775,90,0.05,0.08,1,411.1
23119,40,-3.3,42,0.05,0.08,0,406.6
23120,490,11.675,148,0.05,0.08,1,406.6
23121,490,0.875,140,0.05,0.08,1,406.6
23122,490,-1.95,209,0.05,0.08,1,406.6
23123,40,-3.35,41,0.05,0.08,0,402.1
23124,490,11.9,140,0.05,0.08,1,405.1
23125,30,-4.05,59,0.05,0.08,0,400.5
23126,490,12.825,126,0.05,0.08,1,400.5
23127,490,1.075,136,0.05,0.08,1,405.1
23128,490,1.675,119,0.05,0.08,1,405.1
23129,490,1.1,134,0.05,0.08,1,409.2
23130,490,2.075,107,0.05,0.08,1,409.2
23131,160,-3.175,65,0.05,0.08,0,405.9
23132,490,10.275,109,0.05,0.08,1,405.9
23133,490,0.15,159,0.05,0.08,1,405.9
23134,490,3.05,82,0.05,0.08,1,405.9
23135,490,1.05,134,0.05,0.08,1,405.9
23136,40,-2.175,12,0.05,0.08,0,401.4
23137,490,13.0,117,0.05,0.08,1,405.1
23138,490,2.3,101,0.05,0.08,1,405.1
23139,150,-3.225,64,0.05,0.08,0,401.7
23140,300,-7.675,311,0.05,0.08,0,399.8
23141,50,-2.5,23,0.05,0.08,0,395.4
23142,490,12.975,106,0.05,0.08,1,395.4
23143,490,2.65,91,0.05,0.08,1,395.4
23144,490,-1.75,194,0.05,0.08,1,395.4
23145,120,-3.15,56,0.05,0.08,0,391.7
23146,100,-5.4,108,0.05,0.08,0,387.8
23147,490,11.25,122,0.05,0.08,1,387.8
23148,100,-1.95,19,0.05,0.08,0,383.9
23149,490,11.65,115,0.05,0.08,1,383.9
23150,490,2.15,104,0.05,0.08,1,383.9
23151,30,-2.625,21,0.05,0.08,0,379.9
23152,490,10.025,196,0.05,0.08,1,379.9
23153,190,-3.55,80,0.05,0.08,0,381.4
23154,30,-2.475,17,0.05,0.08,0,376.8
23155,100,-0.5,26,0.05,0.08,0,372.9
23156,120,-2.9,62,0.05,0.08,0,369.2
23157,490,11.25,110,0.05,0.08,1,369.2
23158,100,-1.65,12,0.05,0.08,0,365.3
23159,490,12.5,89,0.05,0.08,1,369.6
23160,490,3.275,77,0.05,0.08,1,369.6
23161,490,1.55,121,0.05,0.08,1,374.0
23162,390,-3.125,114,0.05,0.08,0,373.0
23163,490,3.525,135,0.05,0.08,1,375.9
23164,490,2.1,108,0.05,0.08,1,375.9
23165,490,1.15,132,0.05,0.08,1,378.5
23166,490,1.525,118,0.05,0.08,1,378.5
23167,70,-1.95,13,0.05,0.08,0,374.3
23168,300,1.975,111,0.05,0.08,0,372.4
23169,490,6.7,112,0.05,0.08,1,372.4
23170,40,-2.425,18,0.05,0.08,0,372.1
23171,140,0.55,29,0.05,0.08,0,368.6
23172,140,-2.075,38,0.05,0.08,0,369.5
23173,40,-2.35,16,0.05,0.08,0,365.0
23174,490,13.075,115,0.05,0.08,1,368.5
23175,490,2.575,95,0.05,0.08,1,368.5
23176,490,2.975,86,0.05,0.08,1,368.5
23177,490,-3.075,240,0.05,0.08,1,368.5
23178,490,0.15,159,0.05,0.08,1,368.5
23179,230,-2.075,54,0.05,0.08,0,365.9
23180,200,-2.65,59,0.05,0.08,0,363.0
23181,490,7.95,145,0.05,0.08,1,363.0
23182,490,0.7,144,0.05,0.08,1,363.0
23183,490,1.6,112,0.05,0.08,1,363.0
23184,490,1.625,119,0.05,0.08,1,363.0
23185,30,-2.825,25,0.05,0.08,0,362.5
23186,60,-1.425,10,0.05,0.08,0,358.2
23187,490,14.3,69,0.05,0.08,1,358.2
23188,40,-3.725,52,0.05,0.08,0,353.7
23189,270,2.125,100,0.05,0.08,0,351.5
23190,490,6.2,145,0.05,0.08,1,351.5
23191,490,3.05,83,0.05,0.08,1,356.1
23192,490,2.55,95,0.05,0.08,1,358.3
23193,490,1.675,117,0.05,0.08,1,358.3
23194,490,-1.5,201,0.05,0.08,1,358.3
23195,490,2.225,104,0.05,0.08,1,358.3
23196,490,2.975,85,0.05,0.08,1,358.3
23197,60,-2.675,29,0.05,0.08,0,357.9
23198,40,-2.0,7,0.05,0.08,0,353.4
23199,490,12.25,137,0.05,0.08,1,357.6
23200,70,-1.95,13,0.05,0.08,0,357.7
23201,490,13.225,93,0.05,0.08,1,357.7
23202,490,1.45,125,0.05,0.08,1,357.7
23203,490,2.175,106,0.05,0.08,1,357.7
23204,490,1.75,117,0.05,0.08,1,357.7
23205,150,-1.425,20,0.05,0.08,0,358.6
23206,490,10.7,98,0.05,0.08,1,363.1
23207,490,2.75,91,0.05,0.08,1,363.1
23208,490,2.15,105,0.05,0.08,1,363.1
23209,490,-2.35,219,0.05,0.08,1,363.1
23210,490,2.85,88,0.05,0.08,1,363.1
23211,490,1.975,112,0.05,0.08,1,363.1
23212,490,3.375,75,0.05,0.08,1,363.1
23213,30,-2.3,13,0.05,0.08,0,358.5
23214,490,13.9,100,0.05,0.08,1,358.5
23215,490,2.625,95,0.05,0.08,1,358.5
23216,490,1.775,116,0.05,0.08,1,358.5
23217,30,-3.35,42,0.05,0.08,0,353.9
23218,160,0.325,51,0.05,0.08,0,350.6
23219,60,-2.325,20,0.05,0.08,0,350.8
23220,490,11.4,146,0.05,0.08,1,350.8
23221,140,-3.9,80,0.05,0.08,0,347.3
23222,490,10.525,115,0.05,0.08,1,347.3
23223,490,2.125,104,0.05,0.08,1,351.8
23224,490,2.7,92,0.05,0.08,1,351.8
23225,490,2.35,101,0.05,0.08,1,356.4
23226,490,2.9,86,0.05,0.08,1,356.4
23227,490,0.625,144,0.05,0.08,1,356.4
23228,490,2.25,103,0.05,0.08,1,356.4
23229,150,-4.825,106,0.05,0.08,0,353.0
23230,490,11.025,97,0.05,0.08,1,353.0
23231,490,0.325,152,0.05,0.08,1,356.3
23232,30,-2.2,10,0.05,0.08,0,351.7
23233,490,12.875,128,0.05,0.08,1,351.7
23234,490,2.1,104,0.05,0.08,1,351.7
23235,490,1.175,131,0.05,0.08,1,351.7
23236,490,1.975,111,0.05,0.08,1,356.2
23237,490,2.175,106,0.05,0.08,1,356.2
23238,490,0.975,137,0.05,0.08,1,356.2
23239,490,3.275,77,0.05,0.08,1,359.6
23240,40,-3.7,55,0.05,0.08,0,357.0
23241,490,12.825,114,0.05,0.08,1,361.4
23242,490,3.825,63,0.05,0.08,1,361.4
23243,490,-0.225,163,0.05,0.08,1,361.4
23244,490,0.5,150,0.05,0.08,1,361.4
23245,490,2.025,111,0.05,0.08,1,365.1
23246,490,1.825,115,0.05,0.08,1,369.0
23247,150,-1.5,21,0.05,0.08,0,365.6
23248,490,10.25,111,0.05,0.08,1,369.5
23249,420,-4.7,164,0.05,0.08,0,368.8
23250,30,-2.225,11,0.05,0.08,0,364.2
23251,30,-2.525,19,0.05,0.08,0,364.2
23252,490,14.425,86,0.05,0.08,1,364.2
23253,490,1.325,127,0.05,0.08,1,367.2
23254,140,-3.85,79,0.05,0.08,0,368.3
23255,110,-2.975,49,0.05,0.08,0,368.4
23256,490,13.15,66,0.05,0.08,1,372.1
23257,490,2.075,107,0.05,0.08,1,372.1
23258,490,1.525,121,0.05,0.08,1,376.0
23259,490,2.05,110,0.05,0.08,1,376.0
23260,490,0.95,137,0.05,0.08,1,376.0
23261,430,-1.425,81,0.05,0.08,0,375.4
23262,30,-2.375,17,0.05,0.08,0,371.8
23263,490,13.925,90,0.05,0.08,1,371.8
23264,490,2.7,93,0.05,0.08,1,371.8
23265,140,-2.175,34,0.05,0.08,0,368.3
23266,490,10.1,126,0.05,0.08,1,368.3
23267,320,-4.825,145,0.05,0.08,0,370.8
23268,490,6.525,104,0.05,0.08,1,372.7
23269,490,1.375,126,0.05,0.08,1,372.7
23270,490,1.425,126,0.05,0.08,1,377.2
23271,490,1.3,128,0.05,0.08,1,380.7
23272,80,-2.075,21,0.05,0.08,0,380.1
23273,490,13.325,76,0.05,0.08,1,384.6
23274,490,1.225,131,0.05,0.08,1,384.6
23275,490,2.25,102,0.05,0.08,1,384.6
23276,40,-2.85,29,0.05,0.08,0,380.1
23277,230,2.25,64,0.05,0.08,0,377.5
23278,490,8.875,101,0.05,0.08,1,377.5
23279,490,1.275,128,0.05,0.08,1,380.1
23280,70,-2.85,35,0.05,0.08,0,378.8
23281,490,10.975,150,0.05,0.08,1,378.8
23282,490,-1.025,188,0.05,0.08,1,378.8
23283,410,-4.775,162,0.05,0.08,0,378.0
23284,440,-0.925,82,0.05,0.08,0,377.5
23285,40,-6.2,114,0.05,0.08,0,377.6
23286,490,12.5,129,0.05,0.08,1,381.9
23287,490,1.975,111,0.05,0.08,1,381.9
23288,490,-1.525,197,0.05,0.08,1,386.4
23289,490,0.45,151,0.05,0.08,1,388.6
23290,490,0.875,138,0.05,0.08,1,388.6
23291,490,2.25,102,0.05,0.08,1,388.6
23292,490,3.0,85,0.05,0.08,1,388.6
23293,50,-2.925,33,0.05,0.08,0,384.2
23294,490,12.45,116,0.05,0.08,1,384.2
23295,490,1.875,113,0.05,0.08,1,384.2
23296,490,2.325,101,0.05,0.08,1,384.2
23297,100,-1.725,14,0.05,0.08,0,384.6
23298,490,10.775,135,0.05,0.08,1,389.1
23299,490,1.5,118,0.05,0.08,1,389.1
23300,490,2.175,106,0.05,0.08,1,393.3
23301,490,1.15,133,0.05,0.08,1,393.3
23302,60,-2.375,22,0.05,0.08,0,389.0
23303,490,12.025,130,0.05,0.08,1,389.0
23304,70,-3.425,52,0.05,0.08,0,384.8
23305,110,-1.775,43,0.05,0.08,0,384.4
23306,490,11.45,109,0.05,0.08,1,384.4
23307,30,-3.125,33,0.05,0.08,0,379.8
23308,490,13.225,117,0.05,0.08,1,379.8
23309,100,-1.825,19,0.05,0.08,0,375.9
23310,490,11.0,124,0.05,0.08,1,375.9
23311,490,2.85,88,0.05,0.08,1,375.9
23312,490,2.7,91,0.05,0.08,1,375.9
23313,230,-3.3,83,0.05,0.08,0,377.9
23314,490,9.6,83,0.05,0.08,1,377.9
23315,490,0.875,139,0.05,0.08,1,377.9
23316,490,2.4,100,0.05,0.08,1,377.9
23317,490,2.0,112,0.05,0.08,1,382.5
23318,490,1.8,116,0.05,0.08,1,385.8
23319,120,-1.875,22,0.05,0.08,0,386.4
23320,490,11.15,111,0.05,0.08,1,386.4
23321,490,-2.125,218,0.05,0.08,1,389.9
23322,30,-2.6,20,0.05,0.08,0,385.3
23323,490,13.95,98,0.05,0.08,1,385.3
23324,490,1.2,128,0.05,0.08,1,385.3
23325,340,-3.35,110,0.05,0.08,0,383.8
23326,490,6.325,97,0.05,0.08,1,383.8
23327,490,2.975,85,0.05,0.08,1,383.8
23328,490,2.225,105,0.05,0.08,1,383.8
23329,100,-3.325,54,0.05,0.08,0,383.3
23330,40,-2.3,17,0.05,0.08,0,378.8
23331,490,12.75,116,0.05,0.08,1,378.8
23332,490,3.25,79,0.05,0.08,1,383.4
23333,270,-1.725,53,0.05,0.08,0,381.2
23334,80,-2.5,29,0.05,0.08,0,377.1
23335,30,-3.6,47,0.05,0.08,0,372.5
23336,490,14.425,83,0.05,0.08,1,372.5
23337,490,1.025,132,0.05,0.08,1,372.5
23338,490,1.25,127,0.05,0.08,1,372.5
23339,490,1.5,121,0.05,0.08,1,372.5
23340,490,1.4,125,0.05,0.08,1,377.0
23341,40,-4.15,63,0.05,0.08,0,372.5
23342,490,14.175,87,0.05,0.08,1,372.5
23343,490,2.4,101,0.05,0.08,1,372.5
23344,490,1.4,125,0.05,0.08,1,372.5
23345,490,1.1,132,0.05,0.08,1,372.5
23346,490,2.1,106,0.05,0.08,1,372.5
23347,490,2.125,109,0.05,0.08,1,375.9
23348,490,1.15,130,0.05,0.08,1,375.9
23349,40,-2.575,22,0.05,0.08,0,372.1
23350,490,12.85,120,0.05,0.08,1,376.7
23351,270,-4.6,125,0.05,0.08,0,379.1
23352,30,-2.15,9,0.05,0.08,0,374.5
23353,490,13.775,103,0.05,0.08,1,374.5
23354,110,-2.975,46,0.05,0.08,0,374.2
23355,490,11.65,101,0.05,0.08,1,378.0
23356,30,-1.95,6,0.05,0.08,0,373.4
23357,490,14.625,75,0.05,0.08,1,373.4
23358,380,-1.75,81,0.05,0.08,0,372.3
23359,390,-3.55,128,0.05,0.08,0,371.3
23360,100,-3.225,55,0.05,0.08,0,367.4
23361,490,10.525,135,0.05,0.08,1,368.0
23362,490,0.6,149,0.05,0.08,1,372.6
23363,230,-2.875,76,0.05,0.08,0,370.0
23364,490,7.9,119,0.05,0.08,1,370.0
23365,100,-4.25,79,0.05,0.08,0,369.6
23366,180,-0.45,50,0.05,0.08,0,366.5
23367,110,-3.05,51,0.05,0.08,0,364.4
23368,300,3.725,42,0.05,0.08,0,362.5
23369,240,-1.6,42,0.05,0.08,0,360.0
23370,120,-3.35,60,0.05,0.08,0,356.3
23371,490,8.3,184,0.05,0.08,1,356.3
23372,200,-6.15,154,0.05,0.08,0,357.5
23373,260,-1.4,81,0.05,0.08,0,355.2
23374,490,8.775,85,0.05,0.08,1,355.2
23375,490,1.6,121,0.05,0.08,1,355.2
23376,140,-2.125,32,0.05,0.08,0,356.2
23377,490,9.7,138,0.05,0.08,1,358.8
23378,160,-3.425,72,0.05,0.08,0,355.5
23379,490,9.8,122,0.05,0.08,1,355.5
