episode,total_reward,steps,epsilon,won,progress_cells
3136,-7.42,82,0.05,0,2
3137,-5.24,124,0.05,0,3
3138,-36.7,51,0.05,0,3
3139,-40.6,61,0.05,0,3
3140,-0.82,82,0.05,0,2
3141,-35.7,11,0.05,0,3
3142,-40.34,35,0.05,0,3
3143,-6.82,82,0.05,0,2
3144,-47.58,79,0.05,0,3
3145,-31.39,20,0.05,0,5
3146,1.95,85,0.05,0,4
3147,-2.39,119,0.05,0,3
3148,-40.89,30,0.05,0,3
3149,2.33,87,0.05,0,3
3150,-5.62,82,0.05,0,2
3151,-2.0,100,0.05,0,2
3152,-40.99,20,0.05,0,3
3153,-1.62,82,0.05,0,2
3154,-5.42,82,0.05,0,2
3155,-40.76,37,0.05,0,3
3156,-40.28,29,0.05,0,3
3157,-34.49,90,0.05,0,4
3158,-20.44,105,0.05,0,7
3159,-0.07,87,0.05,0,3
3160,-31.04,25,0.05,0,4
3161,-40.15,16,0.05,0,3
3162,-2.77,78,0.05,0,11
3163,-40.57,58,0.05,0,3
3164,-2.02,82,0.05,0,2
3165,-40.67,68,0.05,0,3
3166,3.16,84,0.05,0,4
3167,-0.82,82,0.05,0,2
3168,-41.16,157,0.05,0,4
3169,-31.5,91,0.05,0,4
3170,-0.83,83,0.05,0,2
3171,-0.82,82,0.05,0,2
3172,-40.6,41,0.05,0,3
3173,-8.82,82,0.05,0,2
3174,-40.33,34,0.05,0,3
3175,-8.42,82,0.05,0,2
3176,-36.29,70,0.05,0,3
3177,-0.82,82,0.05,0,2
3178,-4.08,88,0.05,0,3
3179,-36.06,87,0.05,0,3
3180,-7.0,120,0.05,0,3
3181,-40.11,12,0.05,0,3
3182,-47.4,81,0.05,0,3
3183,-7.62,82,0.05,0,2
3184,-40.19,20,0.05,0,3
3185,-8.62,82,0.05,0,2
3186,-40.4,21,0.05,0,3
3187,-1.22,82,0.05,0,2
3188,-3.67,87,0.05,0,3
3189,-11.32,152,0.05,0,3
3190,-10.27,147,0.05,0,3
3191,-0.82,82,0.05,0,2
3192,-41.38,59,0.05,0,3
3193,-0.82,82,0.05,0,2
3194,-8.02,82,0.05,0,2
3195,-8.82,82,0.05,0,2
3196,-41.36,17,0.05,0,3
3197,-40.27,28,0.05,0,3
3198,-8.22,82,0.05,0,2
3199,-40.79,60,0.05,0,3
3200,-4.71,91,0.05,0,3
3201,-46.02,63,0.05,0,3
3202,-40.32,33,0.05,0,3
3203,-0.82,82,0.05,0,2
3204,-0.82,82,0.05,0,2
3205,-25.77,38,0.05,0,5
3206,-41.01,62,0.05,0,3
3207,-8.82,82,0.05,0,2
3208,-3.96,96,0.05,0,3
3209,-6.28,108,0.05,0,3
3210,-8.02,82,0.05,0,2
3211,-8.62,82,0.05,0,2
3212,-6.91,111,0.05,0,3
3213,-0.82,82,0.05,0,2
3214,-8.42,82,0.05,0,2
3215,-40.33,34,0.05,0,3
3216,-0.82,82,0.05,0,2
3217,-40.67,68,0.05,0,3
3218,-8.22,82,0.05,0,2
3219,-40.45,26,0.05,0,3
3220,-40.77,78,0.05,0,3
3221,-35.82,63,0.05,0,3
3222,-8.62,82,0.05,0,2
3223,-5.53,113,0.05,0,3
3224,-8.82,82,0.05,0,2
3225,-36.26,67,0.05,0,3
3226,-0.82,82,0.05,0,2
3227,-42.56,77,0.05,0,3
3228,-8.22,82,0.05,0,2
3229,-40.06,7,0.05,0,3
3230,-40.12,13,0.05,0,3
3231,-7.82,82,0.05,0,2
3232,-6.5,110,0.05,0,3
3233,-4.71,91,0.05,0,3
3234,-8.02,82,0.05,0,2
3235,-40.67,68,0.05,0,3
3236,-8.23,83,0.05,0,2
3237,-7.42,82,0.05,0,2
3238,-46.0,61,0.05,0,3
3239,7.87,113,0.05,0,4
3240,-40.12,13,0.05,0,3
3241,-0.82,82,0.05,0,2
3242,-40.41,42,0.05,0,3
3243,-40.23,24,0.05,0,3
3244,-40.08,9,0.05,0,3
3245,-40.03,4,0.05,0,3
3246,-8.13,133,0.05,0,3
3247,-8.42,82,0.05,0,2
3248,-6.96,116,0.05,0,3
3249,-40.39,40,0.05,0,3
3250,-40.78,39,0.05,0,3
3251,-40.13,14,0.05,0,3
3252,-43.16,37,0.05,0,3
3253,-4.62,102,0.05,0,3
3254,3.76,84,0.05,0,3
3255,-40.77,78,0.05,0,3
3256,-40.17,18,0.05,0,3
3257,-8.03,83,0.05,0,2
3258,-1.02,82,0.05,0,2
3259,-43.11,32,0.05,0,3
3260,-42.7,31,0.05,0,3
3261,-40.24,25,0.05,0,3
3262,-1.02,82,0.05,0,2
3263,-40.12,13,0.05,0,3
3264,-7.22,82,0.05,0,2
3265,-1.23,83,0.05,0,2
3266,-8.62,82,0.05,0,2
3267,-45.57,58,0.05,0,3
3268,-8.43,83,0.05,0,2
3269,-8.42,82,0.05,0,2
3270,-1.02,82,0.05,0,2
3271,-1.02,82,0.05,0,2
3272,-1.02,82,0.05,0,2
3273,-8.22,82,0.05,0,2
3274,-7.38,118,0.05,0,3
3275,-8.62,82,0.05,0,2
3276,-35.66,47,0.05,0,3
3277,-1.02,82,0.05,0,2
3278,-1.02,82,0.05,0,2
3279,-8.42,82,0.05,0,2
3280,-7.82,82,0.05,0,2
3281,-40.35,36,0.05,0,3
3282,-44.71,52,0.05,0,3
3283,-8.22,82,0.05,0,2
3284,-40.19,20,0.05,0,3
3285,-7.6,120,0.05,0,3
3286,-43.01,62,0.05,0,3
3287,-6.26,86,0.05,0,2
3288,-4.85,85,0.05,0,2
3289,-8.47,87,0.05,0,2
3290,-8.02,82,0.05,0,2
3291,-8.46,86,0.05,0,2
3292,-43.61,42,0.05,0,3
3293,-46.23,64,0.05,0,3
3294,-43.78,39,0.05,0,3
3295,-8.62,82,0.05,0,2
3296,-47.61,82,0.05,0,3
3297,-8.02,82,0.05,0,2
3298,-5.52,112,0.05,0,3
3299,-5.71,111,0.05,0,3
3300,-7.82,82,0.05,0,2
3301,-5.25,125,0.05,0,3
3302,-9.24,104,0.05,0,2
3303,-4.34,94,0.05,0,3
3304,-46.91,72,0.05,0,3
3305,-2.86,86,0.05,0,3
3306,-8.02,82,0.05,0,2
3307,-7.82,82,0.05,0,2
3308,-8.62,82,0.05,0,2
3309,-8.02,82,0.05,0,2
3310,-3.47,87,0.05,0,3
3311,-8.42,82,0.05,0,2
3312,-8.82,82,0.05,0,2
3313,-8.22,82,0.05,0,2
3314,-8.42,82,0.05,0,2
3315,-7.82,82,0.05,0,2
3316,-45.12,53,0.05,0,3
3317,-8.82,82,0.05,0,2
3318,-8.55,135,0.05,0,3
3319,-8.02,82,0.05,0,2
3320,-8.82,82,0.05,0,2
3321,-7.62,82,0.05,0,2
3322,-41.45,66,0.05,0,3
3323,-4.17,97,0.05,0,3
3324,3.27,93,0.05,0,3
3325,-6.53,153,0.05,0,3
3326,-8.22,82,0.05,0,2
3327,-10.91,151,0.05,0,2
3328,-6.59,139,0.05,0,3
3329,-8.42,82,0.05,0,2
3330,-8.22,82,0.05,0,2
3331,-40.02,3,0.05,0,3
3332,-4.13,93,0.05,0,3
3333,-35.17,18,0.05,0,3
3334,-4.43,103,0.05,0,3
3335,-7.62,82,0.05,0,2
3336,-8.02,82,0.05,0,2
3337,-3.47,87,0.05,0,3
3338,-8.22,82,0.05,0,2
3339,-40.69,10,0.05,0,3
3340,-8.22,82,0.05,0,2
3341,-6.98,118,0.05,0,3
3342,-4.96,96,0.05,0,3
3343,-40.02,3,0.05,0,3
3344,-8.07,127,0.05,0,3
3345,-8.22,82,0.05,0,2
3346,-47.99,80,0.05,0,3
3347,-8.42,82,0.05,0,2
3348,-4.19,119,0.05,0,3
3349,-10.18,158,0.05,0,3
3350,-40.07,8,0.05,0,3
3351,-8.02,82,0.05,0,2
3352,-38.99,80,0.05,0,3
3353,-6.42,82,0.05,0,2
3354,-6.07,87,0.05,0,2
3355,2.82,98,0.05,0,3
3356,3.34,106,0.05,0,3
3357,-6.42,82,0.05,0,2
3358,2.61,99,0.05,0,3
3359,2.9,90,0.05,0,3
3360,-44.89,130,0.05,0,3
3361,-36.73,94,0.05,0,3
3362,2.74,106,0.05,0,3
3363,-39.6,61,0.05,0,3
3364,-38.23,44,0.05,0,3
3365,-3.59,99,0.05,0,3
3366,-44.08,49,0.05,0,3
3367,-3.66,86,0.05,0,3
3368,-5.3,150,0.05,0,3
3369,-2.23,83,0.05,0,2
3370,-4.11,131,0.05,0,3
3371,-24.51,92,0.05,0,7
3372,2.74,86,0.05,0,3
3373,-6.28,128,0.05,0,3
3374,-35.04,5,0.05,0,3
3375,-5.84,84,0.05,0,2
3376,-35.83,144,0.05,0,6
3377,3.04,96,0.05,0,3
3378,-41.65,86,0.05,0,3
3379,3.2,100,0.05,0,3
3380,-39.48,49,0.05,0,3
3381,-42.09,150,0.05,0,4
3382,3.02,98,0.05,0,3
3383,-36.0,21,0.05,0,3
3384,2.91,89,0.05,0,3
3385,-37.27,28,0.05,0,3
3386,8.36,104,0.05,0,4
3387,-18.55,136,0.05,0,7
3388,-2.63,83,0.05,0,3
3389,3.44,96,0.05,0,3
3390,-36.93,114,0.05,0,3
3391,-0.82,82,0.05,0,2
3392,-1.02,82,0.05,0,2
3393,-3.04,84,0.05,0,3
3394,3.02,118,0.05,0,3
3395,-36.42,103,0.05,0,3
3396,-7.42,82,0.05,0,2
3397,-40.37,38,0.05,0,3
3398,-7.82,82,0.05,0,2
3399,-3.07,87,0.05,0,3
3400,2.71,149,0.05,0,3
3401,-3.23,83,0.05,0,3
3402,-1.22,82,0.05,0,2
3403,-4.47,147,0.05,0,4
3404,-2.66,86,0.05,0,3
3405,2.1,90,0.05,0,3
3406,-2.53,133,0.05,0,4
3407,-6.45,145,0.05,0,3
3408,-2.56,96,0.05,0,3
3409,-1.59,119,0.05,0,4
3410,-0.28,128,0.05,0,4
3411,-42.01,22,0.05,0,3
3412,-2.47,127,0.05,0,4
3413,-3.47,87,0.05,0,3
3414,-44.89,50,0.05,0,3
3415,-4.03,103,0.05,0,3
3416,-3.9,110,0.05,0,3
3417,-0.22,122,0.05,0,3
3418,-2.64,84,0.05,0,3
3419,-7.42,82,0.05,0,2
3420,-2.11,91,0.05,0,3
3421,-8.02,82,0.05,0,2
3422,-8.02,82,0.05,0,2
3423,0.24,116,0.05,0,4
3424,-4.05,145,0.05,0,4
3425,-3.0,140,0.05,0,3
3426,-37.56,177,0.05,0,5
3427,-39.26,47,0.05,0,3
3428,-44.94,55,0.05,0,3
3429,-24.56,117,0.05,0,7
3430,-3.84,124,0.05,0,3
3431,-40.14,15,0.05,0,3
3432,-4.37,137,0.05,0,3
3433,-2.83,83,0.05,0,3
3434,-36.45,86,0.05,0,3
3435,3.53,87,0.05,0,3
3436,-21.89,90,0.05,0,7
3437,-38.59,40,0.05,0,3
3438,-41.8,21,0.05,0,3
3439,3.5,90,0.05,0,3
3440,-40.38,79,0.05,0,3
3441,-5.63,103,0.05,0,3
3442,-7.22,82,0.05,0,2
3443,-38.05,86,0.05,0,4
3444,-2.44,84,0.05,0,3
3445,-11.95,56,0.05,0,8
3446,-35.19,100,0.05,0,4
3447,-37.06,47,0.05,0,3
3448,11.41,179,0.05,0,5
3449,-5.63,44,0.05,0,10
3450,3.35,105,0.05,0,3
3451,7.68,152,0.05,0,4
3452,-40.44,45,0.05,0,3
3453,3.22,98,0.05,0,3
3454,-35.86,27,0.05,0,3
3455,-2.88,88,0.05,0,3
3456,-40.62,63,0.05,0,3
3457,0.85,95,0.05,0,4
3458,-2.82,102,0.05,0,3
3459,7.91,89,0.05,0,4
3460,-47.16,77,0.05,0,3
3461,-3.45,85,0.05,0,3
3462,-7.42,82,0.05,0,2
3463,-41.35,16,0.05,0,3
3464,-39.03,44,0.05,0,3
3465,-0.49,89,0.05,0,3
3466,-3.47,87,0.05,0,3
3467,-37.71,52,0.05,0,3
3468,-38.79,40,0.05,0,3
3469,-2.95,95,0.05,0,3
3470,-5.06,106,0.05,0,3
3471,-8.82,82,0.05,0,2
3472,-42.96,117,0.05,0,3
3473,-1.82,82,0.05,0,2
3474,-36.39,20,0.05,0,3
3475,-3.44,84,0.05,0,3
3476,-1.91,111,0.05,0,3
3477,-7.82,82,0.05,0,2
3478,-8.37,157,0.05,0,3
3479,-7.82,82,0.05,0,2
3480,-6.36,136,0.05,0,3
3481,-41.72,73,0.05,0,3
3482,-37.09,50,0.05,0,3
3483,0.25,95,0.05,0,3
3484,-40.41,22,0.05,0,3
3485,-35.93,14,0.05,0,3
3486,-41.25,66,0.05,0,3
3487,-3.3,90,0.05,0,3
3488,3.17,103,0.05,0,3
3489,3.56,124,0.05,0,3
3490,-41.9,71,0.05,0,3
3491,-2.63,83,0.05,0,3
3492,-1.42,122,0.05,0,4
3493,-3.06,86,0.05,0,3
3494,-46.4,121,0.05,0,3
3495,-43.42,83,0.05,0,3
3496,-5.22,82,0.05,0,2
3497,-6.64,124,0.05,0,3
3498,-45.34,55,0.05,0,3
3499,-40.71,72,0.05,0,3
3500,-7.29,129,0.05,0,3
3501,-0.26,86,0.05,0,3
3502,-3.88,88,0.05,0,3
3503,-42.45,26,0.05,0,3
3504,-40.03,4,0.05,0,3
3505,-2.57,157,0.05,0,4
3506,0.55,105,0.05,0,3
3507,-4.84,124,0.05,0,3
3508,-6.48,128,0.05,0,3
3509,-43.85,46,0.05,0,3
3510,-40.02,3,0.05,0,3
3511,-1.42,82,0.05,0,2
3512,-36.61,22,0.05,0,3
3513,-6.92,112,0.05,0,3
3514,-41.72,133,0.05,0,4
3515,-7.62,82,0.05,0,2
3516,-7.02,82,0.05,0,2
3517,-3.43,83,0.05,0,3
3518,-8.22,82,0.05,0,2
3519,-2.63,83,0.05,0,3
3520,-36.81,22,0.05,0,3
3521,-43.14,35,0.05,0,3
3522,-2.44,84,0.05,0,3
3523,-4.21,121,0.05,0,3
3524,-5.86,126,0.05,0,3
3525,1.26,94,0.05,0,3
3526,-5.2,120,0.05,0,3
3527,-5.86,86,0.05,0,2
3528,5.97,123,0.05,0,4
3529,-6.4,160,0.05,0,3
3530,-8.62,82,0.05,0,2
3531,-5.62,82,0.05,0,2
3532,1.2,100,0.05,0,3
3533,-42.46,27,0.05,0,3
3534,7.31,169,0.05,0,4
3535,1.68,92,0.05,0,3
3536,-5.88,148,0.05,0,3
3537,2.77,103,0.05,0,3
3538,3.31,89,0.05,0,3
3539,6.36,84,0.05,0,4
3540,-6.62,82,0.05,0,2
3541,3.12,88,0.05,0,3
3542,-40.56,57,0.05,0,3
3543,-3.45,85,0.05,0,3
3544,-40.13,14,0.05,0,3
3545,-23.33,134,0.05,0,6
3546,3.63,117,0.05,0,3
3547,-5.24,104,0.05,0,3
3548,-6.43,203,0.05,0,4
3549,4.5,90,0.05,0,4
3550,-0.43,83,0.05,0,3
3551,-3.58,98,0.05,0,3
3552,-1.42,82,0.05,0,2
3553,-27.03,144,0.05,0,6
3554,-36.39,20,0.05,0,3
3555,-42.81,82,0.05,0,3
3556,-1.02,82,0.05,0,2
3557,-40.75,56,0.05,0,3
3558,-27.04,145,0.05,0,7
3559,-1.47,87,0.05,0,2
3560,-35.61,22,0.05,0,3
3561,-1.22,82,0.05,0,2
3562,-3.41,141,0.05,0,4
3563,3.57,103,0.05,0,3
3564,-40.31,32,0.05,0,3
3565,-15.8,21,0.05,0,8
3566,-40.28,29,0.05,0,3
3567,3.02,138,0.05,0,3
3568,-3.47,147,0.05,0,4
3569,-40.5,31,0.05,0,3
3570,-40.24,25,0.05,0,3
3571,-32.94,95,0.05,0,4
3572,1.46,94,0.05,0,4
3573,2.33,87,0.05,0,4
3574,-1.02,82,0.05,0,2
3575,-4.02,102,0.05,0,3
3576,-1.22,82,0.05,0,2
3577,2.95,105,0.05,0,3
3578,-3.04,84,0.05,0,3
3579,-7.42,82,0.05,0,2
3580,-40.82,63,0.05,0,3
3581,-1.43,83,0.05,0,3
3582,-40.79,60,0.05,0,3
3583,-2.43,83,0.05,0,3
3584,-40.22,23,0.05,0,3
3585,-7.82,82,0.05,0,2
3586,-3.23,83,0.05,0,3
3587,-31.77,98,0.05,0,5
3588,-0.82,82,0.05,0,2
3589,-40.05,6,0.05,0,3
3590,-0.82,82,0.05,0,2
3591,-3.83,83,0.05,0,3
3592,-35.53,34,0.05,0,3
3593,-1.42,82,0.05,0,2
3594,-0.82,82,0.05,0,2
3595,1.76,84,0.05,0,4
3596,-3.83,83,0.05,0,3
3597,-36.21,82,0.05,0,3
3598,-3.23,83,0.05,0,3
3599,-3.63,83,0.05,0,3
3600,-40.25,6,0.05,0,3
3601,-7.62,82,0.05,0,2
3602,-5.67,107,0.05,0,3
3603,-40.18,19,0.05,0,3
3604,-7.22,82,0.05,0,2
3605,-40.24,25,0.05,0,3
3606,-0.82,82,0.05,0,2
3607,-40.3,31,0.05,0,3
3608,-3.43,83,0.05,0,3
3609,-5.02,82,0.05,0,2
3610,-3.83,83,0.05,0,3
3611,1.34,86,0.05,0,4
3612,-7.74,134,0.05,0,3
3613,-3.23,83,0.05,0,3
3614,-3.43,83,0.05,0,3
3615,-41.72,33,0.05,0,3
3616,-42.59,40,0.05,0,3
3617,-6.22,82,0.05,0,2
3618,-45.6,61,0.05,0,3
3619,-3.03,83,0.05,0,3
3620,-41.63,24,0.05,0,3
3621,-43.8,41,0.05,0,3
3622,-6.82,82,0.05,0,2
3623,-44.14,55,0.05,0,3
3624,-42.53,34,0.05,0,3
3625,-16.25,26,0.05,0,7
3626,-40.7,11,0.05,0,3
3627,-2.85,85,0.05,0,3
3628,-40.71,12,0.05,0,3
3629,-7.82,82,0.05,0,2
3630,-7.22,82,0.05,0,2
3631,-40.05,6,0.05,0,3
3632,3.92,208,0.05,0,4
3633,-8.22,82,0.05,0,2
3634,-7.22,82,0.05,0,2
3635,-4.06,106,0.05,0,3
3636,1.91,89,0.05,0,3
3637,-40.04,5,0.05,0,3
3638,-8.02,82,0.05,0,2
3639,-8.62,82,0.05,0,2
3640,-6.57,97,0.05,0,2
3641,-7.66,86,0.05,0,2
3642,-7.42,82,0.05,0,2
3643,-42.46,27,0.05,0,3
3644,-46.72,73,0.05,0,3
3645,1.45,115,0.05,0,3
3646,-47.38,79,0.05,0,3
3647,-7.62,82,0.05,0,2
3648,-36.92,33,0.05,0,3
3649,-47.13,74,0.05,0,3
3650,-8.22,82,0.05,0,2
3651,-43.47,48,0.05,0,3
3652,-38.36,37,0.05,0,3
3653,-43.82,43,0.05,0,3
3654,-42.5,31,0.05,0,3
3655,-7.22,82,0.05,0,2
3656,-41.86,27,0.05,0,3
3657,-5.6,120,0.05,0,3
3658,-6.42,82,0.05,0,2
3659,-46.68,69,0.05,0,3
3660,-45.69,70,0.05,0,3
3661,-7.63,83,0.05,0,2
3662,-40.12,13,0.05,0,3
3663,-11.35,155,0.05,0,3
3664,-41.17,18,0.05,0,3
3665,-8.02,82,0.05,0,2
3666,-7.62,82,0.05,0,2
3667,-7.62,82,0.05,0,2
3668,-8.82,82,0.05,0,2
3669,-36.18,19,0.05,0,3
3670,-42.69,30,0.05,0,3
3671,-7.82,82,0.05,0,2
3672,-37.24,25,0.05,0,3
3673,2.55,105,0.05,0,3
3674,-46.05,66,0.05,0,3
3675,-8.62,82,0.05,0,2
3676,-48.21,82,0.05,0,3
3677,-8.62,82,0.05,0,2
3678,-40.25,6,0.05,0,3
3679,-7.82,82,0.05,0,2
3680,-8.42,82,0.05,0,2
3681,-8.42,82,0.05,0,2
3682,-8.22,82,0.05,0,2
3683,-10.29,149,0.05,0,3
3684,-40.63,24,0.05,0,3
3685,-8.22,82,0.05,0,2
3686,-40.78,59,0.05,0,3
3687,-41.35,16,0.05,0,3
3688,-8.22,82,0.05,0,2
3689,-41.03,84,0.05,0,3
3690,-8.62,82,0.05,0,2
3691,-42.86,47,0.05,0,3
3692,-4.59,119,0.05,0,3
3693,-40.68,9,0.05,0,3
3694,-44.54,95,0.05,0,3
3695,-8.62,82,0.05,0,2
3696,-7.84,84,0.05,0,2
3697,-7.22,82,0.05,0,2
3698,-8.62,82,0.05,0,2
3699,-50.06,147,0.05,0,3
3700,-5.19,119,0.05,0,3
3701,-6.25,105,0.05,0,3
3702,-2.54,94,0.05,0,3
3703,-6.91,131,0.05,0,3
3704,-6.67,127,0.05,0,3
3705,-8.62,82,0.05,0,2
3706,-8.68,148,0.05,0,3
3707,-4.92,132,0.05,0,3
3708,1.06,114,0.05,0,3
3709,-8.95,155,0.05,0,3
3710,0.37,103,0.05,0,3
3711,-39.46,47,0.05,0,3
3712,-3.47,87,0.05,0,3
3713,-8.62,82,0.05,0,2
3714,-8.33,93,0.05,0,2
3715,-3.67,87,0.05,0,3
3716,-4.75,95,0.05,0,3
3717,-8.54,134,0.05,0,3
3718,-4.63,123,0.05,0,3
3719,-6.88,88,0.05,0,2
3720,-7.24,84,0.05,0,2
3721,-40.26,7,0.05,0,3
3722,-43.42,83,0.05,0,3
3723,-7.42,82,0.05,0,2
3724,-13.54,115,0.05,0,9
3725,-40.31,32,0.05,0,3
3726,-8.02,82,0.05,0,2
3727,-35.94,55,0.05,0,3
3728,-6.82,82,0.05,0,2
3729,-6.07,87,0.05,0,2
3730,-44.4,61,0.05,0,3
3731,-1.82,82,0.05,0,2
3732,3.71,89,0.05,0,3
3733,-4.29,109,0.05,0,3
3734,-40.33,34,0.05,0,3
3735,-41.22,23,0.05,0,3
3736,-7.84,84,0.05,0,2
3737,-40.3,31,0.05,0,3
3738,-7.02,82,0.05,0,2
3739,-47.42,143,0.05,0,3
3740,-8.22,82,0.05,0,2
3741,-4.22,82,0.05,0,2
3742,-0.92,112,0.05,0,3
3743,-8.01,121,0.05,0,3
3744,-35.71,12,0.05,0,3
3745,-40.86,67,0.05,0,3
3746,-5.56,116,0.05,0,3
3747,-8.02,82,0.05,0,2
3748,-41.19,80,0.05,0,3
3749,-40.15,16,0.05,0,3
3750,-44.01,42,0.05,0,3
3751,-40.8,61,0.05,0,3
3752,-2.67,87,0.05,0,3
3753,-40.42,23,0.05,0,3
3754,-40.55,56,0.05,0,3
3755,-1.02,82,0.05,0,2
3756,-46.26,67,0.05,0,3
3757,-7.62,82,0.05,0,2
3758,-7.22,82,0.05,0,2
3759,-7.22,82,0.05,0,2
3760,-5.07,127,0.05,0,3
3761,-6.82,82,0.05,0,2
3762,-42.04,25,0.05,0,3
3763,-7.02,82,0.05,0,2
3764,0.58,122,0.05,0,3
3765,-40.54,55,0.05,0,3
3766,-7.57,117,0.05,0,3
3767,-5.82,82,0.05,0,2
3768,-8.02,82,0.05,0,2
3769,-8.02,82,0.05,0,2
3770,-42.64,45,0.05,0,3
3771,-3.17,97,0.05,0,3
3772,-8.82,82,0.05,0,2
3773,-6.22,82,0.05,0,2
3774,-40.06,7,0.05,0,3
3775,-8.62,82,0.05,0,2
3776,-8.62,82,0.05,0,2
3777,-8.49,149,0.05,0,3
3778,-8.22,82,0.05,0,2
3779,-6.23,83,0.05,0,2
3780,-6.42,82,0.05,0,2
3781,-43.65,106,0.05,0,3
3782,-8.86,86,0.05,0,2
3783,-42.27,48,0.05,0,3
3784,-4.08,88,0.05,0,3
3785,-5.8,120,0.05,0,3
3786,-2.89,89,0.05,0,3
3787,-8.62,82,0.05,0,2
3788,-6.03,83,0.05,0,2
3789,-43.3,111,0.05,0,3
3790,-0.61,121,0.05,0,3
3791,-6.56,116,0.05,0,3
3792,-5.75,95,0.05,0,2
3793,-43.87,48,0.05,0,3
3794,-3.91,91,0.05,0,3
3795,-5.0,140,0.05,0,3
3796,-6.66,86,0.05,0,2
3797,2.32,88,0.05,0,3
3798,-40.81,62,0.05,0,3
3799,-41.35,16,0.05,0,3
3800,-3.89,89,0.05,0,3
3801,-1.47,87,0.05,0,3
3802,-0.02,102,0.05,0,3
3803,-4.11,91,0.05,0,3
3804,-39.68,49,0.05,0,3
3805,-40.06,7,0.05,0,3
3806,-7.12,112,0.05,0,3
3807,-8.82,82,0.05,0,2
3808,-3.47,87,0.05,0,3
3809,-2.95,95,0.05,0,3
3810,-0.17,97,0.05,0,4
3811,-8.82,82,0.05,0,2
3812,-8.63,83,0.05,0,2
3813,-4.29,89,0.05,0,3
3814,-4.87,107,0.05,0,3
3815,-1.62,102,0.05,0,3
3816,-6.89,109,0.05,0,1
3817,-38.94,75,0.05,0,3
3818,-2.43,83,0.05,0,3
3819,-2.95,95,0.05,0,3
3820,-2.11,91,0.05,0,3
3821,-22.56,117,0.05,0,8
3822,-2.93,93,0.05,0,3
3823,-3.63,83,0.05,0,3
3824,-7.66,126,0.05,0,3
3825,-43.37,38,0.05,0,3
3826,-21.92,33,0.05,0,6
3827,-6.02,82,0.05,0,2
3828,-3.47,87,0.05,0,3
3829,-8.82,82,0.05,0,2
3830,-4.91,151,0.05,0,3
3831,-8.22,82,0.05,0,2
3832,-39.79,60,0.05,0,3
3833,-7.02,82,0.05,0,2
3834,-8.63,83,0.05,0,2
3835,-4.16,96,0.05,0,3
3836,-2.17,97,0.05,0,3
3837,-8.42,82,0.05,0,2
3838,1.11,89,0.05,0,3
3839,-6.95,115,0.05,0,3
3840,-4.29,89,0.05,0,3
3841,-4.96,96,0.05,0,3
3842,-6.35,115,0.05,0,3
3843,-45.19,80,0.05,0,3
3844,-7.42,82,0.05,0,2
3845,-8.22,82,0.05,0,2
3846,-8.84,84,0.05,0,2
3847,-7.62,82,0.05,0,2
3848,-11.2,80,0.05,0,0
3849,-12.6,80,0.05,0,0
3850,-47.36,77,0.05,0,3
3851,-8.02,82,0.05,0,2
3852,-6.82,122,0.05,0,3
3853,-5.21,101,0.05,0,3
3854,-43.65,46,0.05,0,3
3855,-8.62,82,0.05,0,2
3856,-8.02,82,0.05,0,2
3857,-7.82,82,0.05,0,2
3858,-40.6,61,0.05,0,3
3859,-40.56,57,0.05,0,3
3860,-1.22,82,0.05,0,2
3861,-3.94,94,0.05,0,3
3862,-41.41,82,0.05,0,3
3863,-43.58,39,0.05,0,3
3864,-6.22,82,0.05,0,2
3865,-8.82,82,0.05,0,2
3866,-8.02,82,0.05,0,2
3867,-40.07,8,0.05,0,3
3868,-5.62,82,0.05,0,2
3869,-7.62,82,0.05,0,2
3870,-7.42,82,0.05,0,2
3871,-46.74,75,0.05,0,3
3872,-43.92,53,0.05,0,3
3873,-47.34,75,0.05,0,3
3874,-45.15,56,0.05,0,3
3875,-6.62,82,0.05,0,2
3876,-5.22,82,0.05,0,2
3877,-7.96,116,0.05,0,2
3878,-7.84,84,0.05,0,2
3879,-37.02,23,0.05,0,3
3880,-7.42,82,0.05,0,2
3881,-7.42,82,0.05,0,2
3882,-8.62,82,0.05,0,2
3883,-44.26,47,0.05,0,3
3884,-40.96,17,0.05,0,3
3885,-8.62,82,0.05,0,2
3886,-7.82,82,0.05,0,2
3887,-7.83,123,0.05,0,3
3888,-44.66,47,0.05,0,3
3889,-41.35,16,0.05,0,3
3890,-45.98,59,0.05,0,3
3891,-41.84,25,0.05,0,3
3892,-7.62,82,0.05,0,2
3893,-7.82,82,0.05,0,2
3894,-38.77,38,0.05,0,3
3895,-47.39,80,0.05,0,3
3896,-41.47,28,0.05,0,3
3897,-9.15,135,0.05,0,3
3898,-40.25,6,0.05,0,3
3899,-40.09,10,0.05,0,3
3900,-8.95,135,0.05,0,3
3901,-47.36,77,0.05,0,3
3902,-7.38,118,0.05,0,3
3903,-44.0,41,0.05,0,3
3904,-8.05,125,0.05,0,3
3905,-3.26,106,0.05,0,3
3906,0.42,118,0.05,0,3
3907,-5.42,82,0.05,0,2
3908,-4.08,88,0.05,0,3
3909,-40.68,9,0.05,0,3
3910,-8.43,83,0.05,0,2
3911,-44.3,71,0.05,0,3
3912,1.14,86,0.05,0,3
3913,-1.76,116,0.05,0,3
3914,1.72,88,0.05,0,3
3915,-11.56,156,0.05,0,3
