episode,total_reward,epsilon
1189,-259.69,0.02
1190,-1906.91,0.02
1191,-135.32,0.02
1192,-139.41,0.02
1193,-15207.63,0.02
1194,-4576.64,0.02
1195,-192.78,0.02
1196,-282.27,0.02
1197,-4771.69,0.02
1198,-288.72,0.02
1199,-2572.28,0.02
1200,-343.23,0.02
1201,-994.38,0.02
1202,-4629.43,0.02
1203,-218.37,0.02
1204,-141.43,0.02
1205,-8055.43,0.02
1206,-5340.29,0.02
1207,-4781.4,0.02
1208,-2540.69,0.02
1209,-292.94,0.02
1210,-304.07,0.02
1211,-184.43,0.02
1212,-2632.36,0.02
1213,-18799.82,0.02
1214,-5733.72,0.02
1215,-317.4,0.02
1216,-205.51,0.02
1217,-145.22,0.02
1218,-8887.75,0.02
1219,-158.92,0.02
1220,-3094.35,0.02
1221,-309.76,0.02
1222,-2566.9,0.02
1223,-153.66,0.02
1224,-138.61,0.02
1225,-347.46,0.02
1226,-174.85,0.02
1227,-5558.3,0.02
1228,-7391.44,0.02
1229,-4922.9,0.02
1230,-106.72,0.02
1231,-217.67,0.02
1232,-2582.04,0.02
1233,-102.74,0.02
1234,-401.07,0.02
1235,-2502.31,0.02
1236,-183.78,0.02
1237,-358.97,0.02
1238,-2650.14,0.02
1239,-215.58,0.02
1240,-138.08,0.02
1241,-155.02,0.02
1242,-164.8,0.02
1243,-2528.2,0.02
1244,-303.55,0.02
1245,-512.69,0.02
1246,-1413.05,0.02
1247,-3091.6,0.02
1248,-99.02,0.02
1249,-334.66,0.02
1250,-145.09,0.02
1251,-8437.18,0.02
1252,-3746.78,0.02
1253,-161.52,0.02
1254,-8232.04,0.02
1255,-3559.7,0.02
1256,-138.69,0.02
1257,-3706.03,0.02
1258,-5970.24,0.02
1259,-2578.18,0.02
1260,-2191.65,0.02
1261,-13779.75,0.02
1262,-105.42,0.02
1263,-286.19,0.02
1264,-103.4,0.02
1265,-107.26,0.02
1266,-2085.09,0.02
1267,-141.39,0.02
1268,-120.26,0.02
1269,-127.1,0.02
1270,-2619.86,0.02
1271,-101.26,0.02
1272,-7069.23,0.02
1273,-133.97,0.02
1274,-117.7,0.02
1275,-185.92,0.02
1276,-131.55,0.02
1277,-167.99,0.02
1278,-113.8,0.02
1279,-112.96,0.02
1280,-124.37,0.02
1281,-2473.22,0.02
1282,-7839.2,0.02
1283,-113.14,0.02
1284,-3175.16,0.02
1285,-7300.11,0.02
1286,-131.82,0.02
1287,-134.28,0.02
1288,-8386.1,0.02
1289,-98.22,0.02
1290,-159.71,0.02
1291,-128.86,0.02
1292,-104.73,0.02
1293,-125.24,0.02
1294,-1583.29,0.02
1295,-135.05,0.02
1296,-114.63,0.02
1297,-1983.75,0.02
1298,-101.56,0.02
1299,-152.91,0.02
1300,-106.13,0.02
1301,-116.54,0.02
1302,-152.84,0.02
1303,-148.92,0.02
1304,-115.91,0.02
1305,-146.58,0.02
1306,-132.99,0.02
1307,-123.63,0.02
1308,-121.97,0.02
1309,-115.01,0.02
1310,-117.56,0.02
1311,-154.79,0.02
1312,-18390.02,0.02
1313,-106.53,0.02
1314,-129.6,0.02
1315,-2649.31,0.02
1316,-1228.4,0.02
1317,-492.3,0.02
1318,-1518.33,0.02
1319,-206.01,0.02
1320,-2989.2,0.02
1321,-2814.33,0.02
1322,-2537.0,0.02
1323,-174.04,0.02
1324,-2516.76,0.02
1325,-185.19,0.02
1326,-338.64,0.02
1327,-135.91,0.02
1328,-226.76,0.02
1329,-1705.37,0.02
1330,-162.43,0.02
1331,-130.36,0.02
1332,-245.12,0.02
1333,-147.34,0.02
1334,-143.67,0.02
1335,-2639.0,0.02
1336,-121.66,0.02
1337,-107.07,0.02
1338,-167.37,0.02
1339,-8698.02,0.02
1340,-5684.76,0.02
1341,-159.26,0.02
1342,-1060.94,0.02
1343,-2268.36,0.02
1344,-8029.01,0.02
1345,-157.33,0.02
1346,-163.81,0.02
1347,-159.14,0.02
1348,-143.06,0.02
1349,-189.5,0.02
1350,-3790.81,0.02
1351,-129.97,0.02
1352,-345.76,0.02
1353,-213.78,0.02
1354,-178.43,0.02
1355,-156.75,0.02
1356,-129.62,0.02
1357,-343.31,0.02
1358,-661.88,0.02
1359,-129.47,0.02
1360,-1821.04,0.02
1361,-2563.31,0.02
1362,-176.94,0.02
1363,-597.33,0.02
1364,-157.82,0.02
1365,-194.85,0.02
1366,-274.55,0.02
1367,-149.27,0.02
1368,-155.64,0.02
1369,-2574.15,0.02
1370,-143.14,0.02
1371,-7176.95,0.02
1372,-266.17,0.02
1373,-2426.16,0.02
1374,-173.8,0.02
1375,-157.68,0.02
1376,-7090.52,0.02
1377,-6141.59,0.02
1378,-178.45,0.02
1379,-221.9,0.02
1380,-2631.01,0.02
1381,-2887.15,0.02
1382,-2123.82,0.02
1383,-1090.77,0.02
1384,-160.5,0.02
1385,-1747.53,0.02
1386,-2539.43,0.02
1387,-26427.47,0.02
1388,-145.01,0.02
1389,-138.03,0.02
1390,-25929.0,0.02
1391,-148.91,0.02
1392,-263.09,0.02
1393,-173.45,0.02
1394,-2646.65,0.02
1395,-6437.61,0.02
1396,-26570.64,0.02
1397,-7275.59,0.02
1398,-98.06,0.02
1399,-175.03,0.02
1400,-180.65,0.02
1401,-240.49,0.02
1402,-652.85,0.02
1403,-20350.26,0.02
1404,-3937.95,0.02
1405,-181.93,0.02
1406,-148.49,0.02
1407,-129.85,0.02
1408,-102.77,0.02
1409,-2640.89,0.02
1410,-362.87,0.02
1411,-8554.62,0.02
1412,-2560.58,0.02
1413,-6082.98,0.02
1414,-162.65,0.02
1415,-2616.44,0.02
1416,-2541.99,0.02
1417,-100.33,0.02
1418,-418.04,0.02
1419,-165.32,0.02
1420,-192.25,0.02
1421,-2575.46,0.02
1422,-2622.1,0.02
1423,-141.16,0.02
1424,-4603.95,0.02
1425,-129.01,0.02
1426,-265.18,0.02
1427,-139.67,0.02
1428,-5796.27,0.02
1429,-2419.91,0.02
1430,-136.67,0.02
1431,-5668.81,0.02
1432,-135.13,0.02
1433,-4897.64,0.02
1434,-423.5,0.02
1435,-224.95,0.02
1436,-156.59,0.02
1437,-2575.56,0.02
1438,-6108.11,0.02
1439,-127.78,0.02
1440,-2649.44,0.02
1441,-129.03,0.02
1442,-108.43,0.02
1443,-105.85,0.02
1444,-2727.8,0.02
1445,-167.0,0.02
1446,-1476.0,0.02
1447,-326.64,0.02
1448,-229.57,0.02
1449,-4861.64,0.02
1450,-10384.79,0.02
1451,-299.51,0.02
1452,-2574.8,0.02
1453,-208.58,0.02
1454,-2547.56,0.02
1455,-3945.95,0.02
1456,-179.58,0.02
1457,-151.69,0.02
1458,-280.54,0.02
1459,-282.38,0.02
1460,-208.7,0.02
1461,-338.41,0.02
1462,-14944.42,0.02
1463,-478.35,0.02
1464,-125.34,0.02
1465,-176.25,0.02
1466,-2530.2,0.02
1467,-4366.45,0.02
1468,-8073.52,0.02
1469,-157.09,0.02
1470,-2612.98,0.02
1471,-4929.24,0.02
1472,-374.57,0.02
1473,-7712.17,0.02
1474,-7279.1,0.02
1475,-2558.18,0.02
1476,-157.76,0.02
1477,-120.15,0.02
1478,-2069.1,0.02
1479,-17071.29,0.02
1480,-145.98,0.02
1481,-5706.48,0.02
1482,-14384.99,0.02
1483,-209.28,0.02
1484,-34061.39,0.02
1485,-8063.42,0.02
1486,-165.6,0.02
1487,-101.77,0.02
1488,-169.42,0.02
1489,-180.48,0.02
1490,-117.16,0.02
1491,-305.79,0.02
1492,-4091.95,0.02
1493,-7361.17,0.02
1494,-5297.28,0.02
1495,-167.19,0.02
1496,-197.5,0.02
1497,-4427.41,0.02
1498,-868.83,0.02
1499,-2933.76,0.02
1500,-191.77,0.02
1501,-427.23,0.02
1502,-140.02,0.02
1503,-2096.55,0.02
1504,-2570.2,0.02
1505,-99.6,0.02
1506,-126.73,0.02
1507,-9211.87,0.02
1508,-195.33,0.02
1509,-2560.19,0.02
1510,-10244.58,0.02
1511,-184.65,0.02
1512,-814.56,0.02
1513,-2534.59,0.02
1514,-266.35,0.02
1515,-4836.23,0.02
1516,-224.06,0.02
1517,-6626.67,0.02
1518,-3568.61,0.02
1519,-7259.54,0.02
1520,-232.36,0.02
1521,-2594.1,0.02
1522,-133.89,0.02
1523,-2670.9,0.02
1524,-230.02,0.02
1525,-2502.17,0.02
1526,-408.8,0.02
1527,-237.45,0.02
1528,-21067.64,0.02
1529,-2550.44,0.02
1530,-264.98,0.02
1531,-150.33,0.02
1532,-925.57,0.02
1533,-161.09,0.02
1534,-190.88,0.02
1535,-275.42,0.02
1536,-151.51,0.02
1537,-163.21,0.02
1538,-153.52,0.02
1539,-120.81,0.02
1540,-152.01,0.02
1541,-203.81,0.02
1542,-2506.76,0.02
1543,-108.41,0.02
1544,-147.86,0.02
1545,-4932.77,0.02
1546,-4902.73,0.02
1547,-4904.49,0.02
1548,-113.09,0.02
1549,-617.07,0.02
1550,-386.21,0.02
1551,-205.45,0.02
1552,-2678.75,0.02
1553,-145.3,0.02
1554,-215.06,0.02
1555,-299.22,0.02
1556,-6221.77,0.02
1557,-130.19,0.02
1558,-4811.3,0.02
1559,-159.1,0.02
1560,-272.65,0.02
1561,-124.52,0.02
1562,-2166.55,0.02
1563,-255.52,0.02
1564,-270.23,0.02
1565,-2528.22,0.02
1566,-202.4,0.02
1567,-112.24,0.02
1568,-149.69,0.02
1569,-185.88,0.02
1570,-115.91,0.02
1571,-626.44,0.02
1572,-251.94,0.02
1573,-162.35,0.02
1574,-3128.45,0.02
1575,-165.01,0.02
1576,-637.51,0.02
1577,-2865.33,0.02
1578,-251.42,0.02
1579,-11623.87,0.02
1580,-222.49,0.02
1581,-99.43,0.02
1582,-137.82,0.02
1583,-171.43,0.02
1584,-120.07,0.02
1585,-144.11,0.02
1586,-126.52,0.02
1587,-152.73,0.02
1588,-100.06,0.02
1589,-8561.18,0.02
1590,-113.99,0.02
1591,-4785.37,0.02
1592,-116.22,0.02
1593,-178.67,0.02
1594,-136.43,0.02
1595,-1413.08,0.02
1596,-104.15,0.02
1597,-187.89,0.02
1598,-207.2,0.02
1599,-131.17,0.02
1600,-2639.86,0.02
1601,-23715.82,0.02
1602,-104.99,0.02
1603,-101.12,0.02
1604,-4989.33,0.02
1605,-124.33,0.02
1606,-115.95,0.02
1607,-155.46,0.02
1608,-143.77,0.02
1609,-113.31,0.02
1610,-122.24,0.02
1611,-105.63,0.02
1612,-121.15,0.02
1613,-134.61,0.02
1614,-110.66,0.02
1615,-9264.83,0.02
1616,-7893.93,0.02
1617,-114.96,0.02
1618,-100.85,0.02
1619,-4823.66,0.02
1620,-2559.62,0.02
1621,-106.21,0.02
1622,-170.76,0.02
1623,-149.75,0.02
1624,-2404.61,0.02
1625,-132.48,0.02
1626,-733.32,0.02
1627,-203.81,0.02
1628,-2634.44,0.02
1629,-162.0,0.02
1630,-11386.39,0.02
1631,-2882.14,0.02
1632,-2573.15,0.02
1633,-3310.16,0.02
1634,-162.58,0.02
1635,-119.18,0.02
1636,-10690.72,0.02
1637,-168.66,0.02
1638,-146.2,0.02
1639,-311.86,0.02
1640,-219.68,0.02
1641,-5311.97,0.02
1642,-134.27,0.02
1643,-219.76,0.02
1644,-102.84,0.02
1645,-219.77,0.02
1646,-6266.06,0.02
1647,-1463.06,0.02
1648,-172.76,0.02
1649,-108.76,0.02
1650,-117.03,0.02
1651,-150.36,0.02
1652,-162.07,0.02
1653,-120.66,0.02
1654,-142.98,0.02
1655,-133.14,0.02
1656,-317.87,0.02
1657,-122.23,0.02
1658,-192.23,0.02
1659,-7080.01,0.02
1660,-253.85,0.02
1661,-125.74,0.02
1662,-124.45,0.02
1663,-2769.44,0.02
1664,-120.37,0.02
1665,-5010.6,0.02
1666,-114.07,0.02
1667,-164.58,0.02
1668,-1276.61,0.02
1669,-127.97,0.02
1670,-2572.27,0.02
1671,-8897.11,0.02
1672,-176.47,0.02
1673,-126.95,0.02
1674,-202.63,0.02
1675,-1963.78,0.02
1676,-124.33,0.02
1677,-12134.73,0.02
1678,-197.91,0.02
1679,-110.24,0.02
1680,-177.92,0.02
1681,-164.78,0.02
1682,-131.16,0.02
1683,-141.29,0.02
1684,-126.45,0.02
1685,-122.34,0.02
1686,-98.89,0.02
1687,-151.29,0.02
1688,-133.78,0.02
1689,-112.85,0.02
1690,-2631.49,0.02
1691,-7180.63,0.02
1692,-4760.38,0.02
1693,-165.47,0.02
1694,-155.57,0.02
1695,-134.56,0.02
1696,-8521.13,0.02
1697,-124.22,0.02
1698,-4669.31,0.02
1699,-7592.54,0.02
1700,-130.73,0.02
1701,-156.36,0.02
1702,-127.24,0.02
1703,-2559.12,0.02
1704,-1894.35,0.02
1705,-121.57,0.02
1706,-160.82,0.02
1707,-112.24,0.02
1708,-154.75,0.02
1709,-115.39,0.02
1710,-125.68,0.02
1711,-128.65,0.02
1712,-146.22,0.02
1713,-100.24,0.02
1714,-191.85,0.02
1715,-8402.82,0.02
1716,-23149.27,0.02
1717,-253.32,0.02
1718,-125.29,0.02
1719,-296.98,0.02
1720,-156.48,0.02
1721,-206.05,0.02
1722,-2601.38,0.02
1723,-2647.94,0.02
1724,-7948.61,0.02
1725,-138.17,0.02
1726,-109.66,0.02
1727,-2693.41,0.02
1728,-2598.75,0.02
1729,-2549.73,0.02
1730,-2572.93,0.02
1731,-215.27,0.02
1732,-2555.12,0.02
1733,-1542.68,0.02
1734,-201.73,0.02
1735,-298.29,0.02
1736,-97.37,0.02
1737,-186.79,0.02
1738,-141.5,0.02
1739,-148.74,0.02
1740,-226.99,0.02
1741,-8818.16,0.02
1742,-4877.93,0.02
1743,-118.87,0.02
1744,-149.09,0.02
1745,-2736.02,0.02
1746,-21275.76,0.02
1747,-293.64,0.02
1748,-10429.79,0.02
1749,-114.26,0.02
1750,-15471.37,0.02
1751,-99.52,0.02
1752,-2569.04,0.02
1753,-4584.69,0.02
1754,-9980.37,0.02
1755,-152.21,0.02
1756,-168.68,0.02
1757,-212.42,0.02
1758,-154.49,0.02
1759,-654.23,0.02
1760,-168.68,0.02
1761,-235.83,0.02
1762,-114.0,0.02
1763,-141.37,0.02
1764,-5036.06,0.02
1765,-158.78,0.02
1766,-103.87,0.02
1767,-2598.79,0.02
1768,-157.12,0.02
1769,-144.19,0.02
1770,-162.75,0.02
1771,-118.21,0.02
1772,-134.23,0.02
1773,-111.93,0.02
1774,-247.25,0.02
1775,-129.22,0.02
1776,-2576.79,0.02
1777,-159.03,0.02
1778,-128.63,0.02
1779,-2593.97,0.02
1780,-143.61,0.02
1781,-1225.1,0.02
1782,-181.06,0.02
1783,-211.6,0.02
1784,-2566.59,0.02
1785,-140.06,0.02
1786,-174.23,0.02
1787,-175.01,0.02
1788,-10150.24,0.02
1789,-6998.99,0.02
1790,-136.81,0.02
1791,-110.96,0.02
1792,-124.06,0.02
1793,-228.28,0.02
1794,-163.55,0.02
1795,-194.9,0.02
1796,-131.7,0.02
1797,-155.07,0.02
1798,-160.62,0.02
1799,-2378.72,0.02
1800,-210.82,0.02
1801,-160.67,0.02
1802,-191.39,0.02
1803,-174.02,0.02
1804,-109.5,0.02
1805,-101.52,0.02
1806,-136.34,0.02
1807,-149.73,0.02
1808,-151.1,0.02
1809,-7745.88,0.02
1810,-105.52,0.02
1811,-134.26,0.02
1812,-10157.2,0.02
1813,-156.71,0.02
1814,-14516.35,0.02
1815,-225.06,0.02
1816,-259.75,0.02
1817,-209.48,0.02
1818,-2076.05,0.02
1819,-133.4,0.02
1820,-133.02,0.02
1821,-12324.11,0.02
1822,-6665.38,0.02
1823,-119.47,0.02
1824,-9287.1,0.02
1825,-2553.09,0.02
1826,-171.6,0.02
1827,-8956.22,0.02
1828,-2535.01,0.02
1829,-163.37,0.02
1830,-2579.32,0.02
1831,-4135.78,0.02
1832,-10741.58,0.02
1833,-110.81,0.02
1834,-2615.13,0.02
1835,-5476.74,0.02
1836,-101.35,0.02
1837,-255.72,0.02
1838,-4852.13,0.02
1839,-119.94,0.02
1840,-272.11,0.02
1841,-132.35,0.02
1842,-142.85,0.02
1843,-154.83,0.02
1844,-123.96,0.02
1845,-4881.17,0.02
1846,-177.96,0.02
1847,-105.85,0.02
1848,-186.29,0.02
1849,-158.3,0.02
1850,-162.73,0.02
1851,-101.99,0.02
1852,-98.94,0.02
1853,-3182.13,0.02
1854,-107.91,0.02
1855,-353.15,0.02
1856,-161.47,0.02
1857,-4090.33,0.02
1858,-215.57,0.02
1859,-1930.72,0.02
1860,-13633.14,0.02
1861,-174.68,0.02
1862,-3003.62,0.02
1863,-2559.19,0.02
1864,-289.11,0.02
1865,-368.35,0.02
1866,-144.92,0.02
1867,-241.35,0.02
1868,-179.41,0.02
1869,-126.25,0.02
1870,-141.46,0.02
1871,-104.6,0.02
1872,-2659.0,0.02
1873,-157.73,0.02
1874,-104.88,0.02
1875,-152.34,0.02
1876,-1786.25,0.02
1877,-6419.23,0.02
1878,-354.23,0.02
1879,-307.12,0.02
1880,-8426.7,0.02
1881,-140.95,0.02
1882,-8058.54,0.02
1883,-894.07,0.02
1884,-327.55,0.02
1885,-3346.22,0.02
1886,-4752.35,0.02
1887,-2533.87,0.02
1888,-223.57,0.02
1889,-174.04,0.02
1890,-4730.19,0.02
1891,-224.95,0.02
1892,-98.61,0.02
1893,-171.15,0.02
1894,-109.32,0.02
1895,-142.99,0.02
1896,-104.89,0.02
1897,-3538.53,0.02
1898,-172.95,0.02
1899,-4848.53,0.02
1900,-167.83,0.02
1901,-121.4,0.02
1902,-107.29,0.02
1903,-1398.86,0.02
1904,-6941.89,0.02
1905,-123.46,0.02
1906,-2517.98,0.02
1907,-1757.86,0.02
1908,-120.88,0.02
1909,-127.09,0.02
1910,-142.67,0.02
1911,-182.8,0.02
1912,-129.78,0.02
1913,-7760.35,0.02
1914,-149.64,0.02
1915,-153.55,0.02
1916,-154.6,0.02
1917,-220.04,0.02
1918,-5998.78,0.02
1919,-133.6,0.02
1920,-2560.81,0.02
1921,-206.2,0.02
1922,-234.89,0.02
1923,-574.05,0.02
1924,-1035.28,0.02
1925,-196.84,0.02
1926,-12053.79,0.02
1927,-168.25,0.02
1928,-139.34,0.02
1929,-7127.14,0.02
1930,-11859.23,0.02
1931,-2536.96,0.02
1932,-220.57,0.02
1933,-989.77,0.02
1934,-534.89,0.02
1935,-191.85,0.02
1936,-4913.79,0.02
1937,-2560.56,0.02
1938,-2518.22,0.02
1939,-178.57,0.02
1940,-6616.43,0.02
1941,-2659.32,0.02
1942,-9143.32,0.02
1943,-213.24,0.02
1944,-112.85,0.02
1945,-19591.77,0.02
1946,-13597.91,0.02
1947,-260.04,0.02
1948,-4596.1,0.02
1949,-4414.06,0.02
1950,-161.36,0.02
1951,-11362.98,0.02
1952,-2550.32,0.02
1953,-4189.43,0.02
1954,-9515.86,0.02
1955,-202.57,0.02
1956,-2597.1,0.02
1957,-8133.18,0.02
1958,-352.31,0.02
1959,-8311.66,0.02
1960,-8568.27,0.02
1961,-2580.35,0.02
1962,-4426.31,0.02
1963,-4100.62,0.02
1964,-303.79,0.02
1965,-2469.83,0.02
1966,-286.55,0.02
1967,-141.8,0.02
1968,-209.78,0.02
1969,-163.91,0.02
1970,-5439.59,0.02
1971,-4129.6,0.02
1972,-137.14,0.02
1973,-108.0,0.02
1974,-4930.82,0.02
1975,-218.25,0.02
1976,-166.33,0.02
1977,-130.34,0.02
1978,-151.48,0.02
1979,-2614.03,0.02
1980,-3956.57,0.02
1981,-230.93,0.02
1982,-243.34,0.02
1983,-6713.95,0.02
1984,-2530.41,0.02
1985,-9074.02,0.02
1986,-162.79,0.02
1987,-170.16,0.02
1988,-147.2,0.02
1989,-226.8,0.02
1990,-11380.37,0.02
1991,-114.79,0.02
1992,-4886.71,0.02
1993,-347.4,0.02
1994,-5718.4,0.02
1995,-165.82,0.02
1996,-161.85,0.02
1997,-1278.58,0.02
1998,-105.72,0.02
1999,-105.88,0.02
2000,-157.14,0.02
2001,-148.69,0.02
2002,-180.89,0.02
2003,-176.3,0.02
2004,-133.52,0.02
2005,-133.96,0.02
2006,-201.17,0.02
2007,-1056.62,0.02
2008,-102.22,0.02
2009,-115.51,0.02
2010,-2593.01,0.02
2011,-4548.42,0.02
2012,-179.84,0.02
2013,-148.85,0.02
2014,-110.3,0.02
2015,-3178.24,0.02
2016,-247.85,0.02
2017,-120.76,0.02
2018,-116.6,0.02
2019,-127.37,0.02
2020,-4836.56,0.02
2021,-122.61,0.02
2022,-3231.44,0.02
2023,-106.59,0.02
2024,-3225.42,0.02
2025,-102.41,0.02
2026,-194.53,0.02
2027,-121.25,0.02
2028,-172.36,0.02
2029,-130.56,0.02
2030,-98.74,0.02
2031,-107.67,0.02
2032,-222.22,0.02
2033,-121.78,0.02
2034,-18377.99,0.02
2035,-2525.98,0.02
2036,-123.48,0.02
2037,-604.7,0.02
2038,-3877.54,0.02
2039,-190.51,0.02
2040,-5308.75,0.02
2041,-6731.03,0.02
2042,-210.7,0.02
2043,-245.22,0.02
2044,-171.35,0.02
2045,-125.48,0.02
2046,-151.65,0.02
2047,-2555.68,0.02
2048,-181.47,0.02
2049,-128.88,0.02
2050,-2599.39,0.02
2051,-261.23,0.02
2052,-1484.77,0.02
2053,-138.5,0.02
2054,-206.81,0.02
2055,-154.49,0.02
2056,-251.9,0.02
2057,-180.46,0.02
2058,-929.39,0.02
2059,-142.96,0.02
2060,-2577.45,0.02
2061,-1084.93,0.02
2062,-151.81,0.02
2063,-12665.43,0.02
2064,-101.4,0.02
2065,-296.82,0.02
2066,-2588.54,0.02
2067,-114.09,0.02
2068,-9992.6,0.02
2069,-124.68,0.02
2070,-2569.47,0.02
2071,-201.76,0.02
2072,-2568.59,0.02
2073,-4650.68,0.02
2074,-6613.2,0.02
2075,-2389.08,0.02
2076,-142.58,0.02
2077,-159.77,0.02
2078,-148.73,0.02
2079,-147.04,0.02
2080,-7731.09,0.02
2081,-179.38,0.02
2082,-13306.19,0.02
2083,-188.59,0.02
2084,-4745.18,0.02
2085,-371.26,0.02
2086,-6747.18,0.02
2087,-202.86,0.02
2088,-102.49,0.02
2089,-114.38,0.02
2090,-177.01,0.02
2091,-152.33,0.02
2092,-16057.61,0.02
2093,-134.4,0.02
2094,-2486.44,0.02
2095,-2559.12,0.02
2096,-301.17,0.02
2097,-204.99,0.02
2098,-7683.62,0.02
2099,-2539.04,0.02
2100,-2541.94,0.02
2101,-224.21,0.02
2102,-206.2,0.02
2103,-3467.59,0.02
2104,-5616.16,0.02
2105,-195.15,0.02
2106,-2722.66,0.02
2107,-2590.98,0.02
2108,-121.39,0.02
2109,-150.95,0.02
2110,-4518.1,0.02
2111,-175.42,0.02
2112,-162.39,0.02
2113,-2592.62,0.02
2114,-276.62,0.02
2115,-3960.01,0.02
2116,-105.8,0.02
2117,-254.88,0.02
2118,-191.02,0.02
2119,-5545.95,0.02
2120,-3700.03,0.02
2121,-218.77,0.02
2122,-157.5,0.02
2123,-327.73,0.02
2124,-398.94,0.02
2125,-231.86,0.02
2126,-154.89,0.02
2127,-12524.39,0.02
2128,-6441.07,0.02
2129,-197.52,0.02
2130,-806.91,0.02
2131,-3896.91,0.02
2132,-5789.68,0.02
2133,-270.2,0.02
2134,-902.98,0.02
2135,-165.46,0.02
2136,-126.86,0.02
2137,-2607.51,0.02
2138,-10409.72,0.02
2139,-279.23,0.02
2140,-3222.46,0.02
2141,-188.22,0.02
2142,-141.2,0.02
2143,-14761.04,0.02
2144,-119.53,0.02
2145,-483.5,0.02
2146,-1313.19,0.02
2147,-121.31,0.02
2148,-273.64,0.02
2149,-1889.92,0.02
2150,-154.71,0.02
2151,-203.66,0.02
2152,-178.83,0.02
2153,-2583.54,0.02
2154,-4803.56,0.02
2155,-199.51,0.02
2156,-226.54,0.02
2157,-287.18,0.02
2158,-158.47,0.02
2159,-13193.2,0.02
2160,-160.5,0.02
2161,-6906.52,0.02
2162,-4716.33,0.02
2163,-6731.32,0.02
2164,-135.74,0.02
2165,-229.98,0.02
2166,-8558.04,0.02
2167,-9809.64,0.02
2168,-3134.03,0.02
2169,-647.91,0.02
2170,-178.13,0.02
2171,-2693.06,0.02
2172,-8845.17,0.02
2173,-157.78,0.02
2174,-7129.94,0.02
2175,-14278.45,0.02
2176,-10218.92,0.02
2177,-232.23,0.02
2178,-5970.54,0.02
2179,-181.15,0.02
2180,-7320.74,0.02
2181,-193.84,0.02
2182,-13183.56,0.02
2183,-301.22,0.02
2184,-295.24,0.02
2185,-6375.63,0.02
2186,-163.16,0.02
2187,-244.46,0.02
2188,-131.92,0.02
2189,-197.27,0.02
2190,-7641.2,0.02
2191,-184.46,0.02
2192,-8496.45,0.02
2193,-4550.44,0.02
2194,-147.78,0.02
2195,-129.7,0.02
2196,-147.18,0.02
2197,-391.09,0.02
2198,-9545.99,0.02
2199,-212.03,0.02
2200,-191.24,0.02
2201,-4336.83,0.02
2202,-8715.39,0.02
2203,-261.42,0.02
2204,-232.95,0.02
2205,-258.08,0.02
2206,-272.22,0.02
2207,-1650.94,0.02
2208,-1636.3,0.02
2209,-173.81,0.02
2210,-158.06,0.02
2211,-22545.8,0.02
2212,-239.67,0.02
2213,-2567.02,0.02
2214,-3830.71,0.02
2215,-903.25,0.02
2216,-7187.32,0.02
2217,-244.59,0.02
2218,-10674.56,0.02
2219,-173.84,0.02
2220,-162.87,0.02
2221,-2606.78,0.02
2222,-7162.05,0.02
2223,-6166.91,0.02
2224,-5502.75,0.02
2225,-3330.41,0.02
2226,-171.83,0.02
2227,-177.31,0.02
2228,-473.97,0.02
2229,-9798.15,0.02
2230,-184.48,0.02
2231,-349.32,0.02
2232,-210.28,0.02
2233,-4983.25,0.02
2234,-2537.14,0.02
2235,-358.88,0.02
2236,-180.67,0.02
2237,-7034.1,0.02
2238,-177.68,0.02
2239,-279.75,0.02
2240,-2596.18,0.02
2241,-3070.46,0.02
2242,-102.52,0.02
2243,-796.45,0.02
2244,-8781.35,0.02
2245,-234.2,0.02
2246,-168.72,0.02
2247,-3544.48,0.02
2248,-2542.26,0.02
2249,-361.04,0.02
2250,-12246.87,0.02
2251,-276.25,0.02
2252,-360.75,0.02
2253,-9521.92,0.02
2254,-183.71,0.02
2255,-365.09,0.02
2256,-3817.14,0.02
2257,-16333.91,0.02
2258,-230.33,0.02
2259,-20039.53,0.02
2260,-280.45,0.02
2261,-252.34,0.02
2262,-107.57,0.02
2263,-8384.74,0.02
2264,-158.96,0.02
2265,-13412.07,0.02
2266,-169.14,0.02
2267,-7128.29,0.02
2268,-3930.51,0.02
2269,-1352.61,0.02
2270,-165.27,0.02
2271,-10366.88,0.02
2272,-106.12,0.02
2273,-2607.16,0.02
2274,-268.24,0.02
2275,-6142.86,0.02
2276,-198.68,0.02
2277,-1400.69,0.02
2278,-6947.54,0.02
2279,-174.71,0.02
2280,-209.57,0.02
2281,-4810.07,0.02
2282,-155.73,0.02
2283,-275.38,0.02
2284,-8532.54,0.02
2285,-401.25,0.02
2286,-203.76,0.02
2287,-300.09,0.02
2288,-4724.06,0.02
2289,-859.64,0.02
2290,-3991.01,0.02
2291,-5144.23,0.02
2292,-284.23,0.02
2293,-295.12,0.02
2294,-129.81,0.02
2295,-193.94,0.02
2296,-209.35,0.02
2297,-2693.33,0.02
2298,-2570.73,0.02
2299,-3204.5,0.02
2300,-15180.86,0.02
2301,-3186.48,0.02
2302,-148.61,0.02
2303,-174.8,0.02
2304,-181.59,0.02
2305,-143.81,0.02
2306,-4931.15,0.02
2307,-10042.9,0.02
2308,-10999.51,0.02
2309,-269.23,0.02
2310,-148.61,0.02
2311,-2638.71,0.02
2312,-152.02,0.02
2313,-7071.83,0.02
2314,-2572.42,0.02
2315,-254.36,0.02
2316,-158.91,0.02
2317,-3843.62,0.02
