episode,total_reward,epsilon
3451,-180.48,0.02
3452,-132.68,0.02
3453,-172.65,0.02
3454,-172.14,0.02
3455,-317.28,0.02
3456,-157.85,0.02
3457,-234.02,0.02
3458,-12732.3,0.02
3459,-139.69,0.02
3460,-252.32,0.02
3461,-192.65,0.02
3462,-110.74,0.02
3463,-119.38,0.02
3464,-4121.75,0.02
3465,-5669.49,0.02
3466,-4429.35,0.02
3467,-275.71,0.02
3468,-160.72,0.02
3469,-19111.74,0.02
3470,-2659.04,0.02
3471,-296.13,0.02
3472,-391.98,0.02
3473,-168.65,0.02
3474,-200.32,0.02
3475,-440.51,0.02
3476,-8550.93,0.02
3477,-215.96,0.02
3478,-6417.37,0.02
3479,-2212.56,0.02
3480,-945.72,0.02
3481,-16447.82,0.02
3482,-5474.25,0.02
3483,-113.74,0.02
3484,-890.72,0.02
3485,-102.19,0.02
3486,-427.22,0.02
3487,-3051.46,0.02
3488,-6899.85,0.02
3489,-101.24,0.02
3490,-359.89,0.02
3491,-115.86,0.02
3492,-2571.49,0.02
3493,-269.92,0.02
3494,-3164.56,0.02
3495,-184.12,0.02
3496,-173.46,0.02
3497,-129.21,0.02
3498,-170.58,0.02
3499,-119.76,0.02
3500,-3973.18,0.02
3501,-6851.41,0.02
3502,-129.57,0.02
3503,-1751.01,0.02
3504,-4386.52,0.02
3505,-2539.34,0.02
3506,-2122.8,0.02
3507,-148.21,0.02
3508,-9981.43,0.02
3509,-561.7,0.02
3510,-24810.71,0.02
3511,-4522.12,0.02
3512,-174.29,0.02
3513,-3528.85,0.02
3514,-246.8,0.02
3515,-11124.43,0.02
3516,-127.51,0.02
3517,-5343.47,0.02
3518,-220.34,0.02
3519,-6242.35,0.02
3520,-172.24,0.02
3521,-257.54,0.02
3522,-2596.78,0.02
3523,-2544.93,0.02
3524,-117.07,0.02
3525,-27987.02,0.02
3526,-259.74,0.02
3527,-1897.99,0.02
3528,-171.2,0.02
3529,-158.83,0.02
3530,-124.08,0.02
3531,-285.38,0.02
3532,-198.82,0.02
3533,-2630.83,0.02
3534,-201.59,0.02
3535,-242.56,0.02
3536,-2762.5,0.02
3537,-124.18,0.02
3538,-160.2,0.02
3539,-149.93,0.02
3540,-152.42,0.02
3541,-1288.77,0.02
3542,-235.69,0.02
3543,-2684.26,0.02
3544,-16683.38,0.02
3545,-211.97,0.02
3546,-208.21,0.02
3547,-199.89,0.02
3548,-157.64,0.02
3549,-162.18,0.02
3550,-267.3,0.02
3551,-4766.85,0.02
3552,-168.0,0.02
3553,-8836.53,0.02
3554,-14553.15,0.02
3555,-330.53,0.02
3556,-349.15,0.02
3557,-4463.33,0.02
3558,-3611.9,0.02
3559,-133.95,0.02
3560,-11370.41,0.02
3561,-4458.08,0.02
3562,-3589.13,0.02
3563,-101.49,0.02
3564,-4925.27,0.02
3565,-250.54,0.02
3566,-163.72,0.02
3567,-2174.13,0.02
3568,-10977.42,0.02
3569,-159.12,0.02
3570,-123.08,0.02
3571,-150.59,0.02
3572,-171.87,0.02
3573,-207.24,0.02
3574,-2560.48,0.02
3575,-369.27,0.02
3576,-118.79,0.02
3577,-180.11,0.02
3578,-241.45,0.02
3579,-220.94,0.02
3580,-2591.06,0.02
3581,-130.62,0.02
3582,-128.48,0.02
3583,-4202.4,0.02
3584,-131.01,0.02
3585,-4873.65,0.02
3586,-136.62,0.02
3587,-2704.75,0.02
3588,-14262.82,0.02
3589,-883.49,0.02
3590,-6565.95,0.02
3591,-2674.0,0.02
3592,-2617.71,0.02
3593,-2391.88,0.02
3594,-2565.22,0.02
3595,-16414.57,0.02
3596,-555.95,0.02
3597,-1240.95,0.02
3598,-201.71,0.02
3599,-113.36,0.02
3600,-170.6,0.02
3601,-146.98,0.02
3602,-190.87,0.02
3603,-136.2,0.02
3604,-2621.31,0.02
3605,-147.37,0.02
3606,-3487.95,0.02
3607,-147.11,0.02
3608,-386.78,0.02
3609,-247.51,0.02
3610,-214.47,0.02
3611,-334.46,0.02
3612,-145.93,0.02
3613,-174.31,0.02
3614,-2600.76,0.02
3615,-164.93,0.02
3616,-9162.57,0.02
3617,-17503.82,0.02
3618,-97.81,0.02
3619,-120.91,0.02
3620,-4835.4,0.02
3621,-280.34,0.02
3622,-2599.78,0.02
3623,-257.11,0.02
3624,-228.14,0.02
3625,-8678.8,0.02
3626,-99.98,0.02
3627,-2163.29,0.02
3628,-96.97,0.02
3629,-102.83,0.02
3630,-99.77,0.02
3631,-1061.78,0.02
3632,-2535.83,0.02
3633,-254.4,0.02
3634,-4812.36,0.02
3635,-787.21,0.02
3636,-241.8,0.02
3637,-107.56,0.02
3638,-171.61,0.02
3639,-1447.06,0.02
3640,-293.93,0.02
3641,-229.97,0.02
3642,-5433.34,0.02
3643,-98.85,0.02
3644,-161.0,0.02
3645,-4835.81,0.02
3646,-204.33,0.02
3647,-186.49,0.02
3648,-1561.23,0.02
3649,-179.0,0.02
3650,-2557.39,0.02
3651,-166.19,0.02
3652,-255.43,0.02
3653,-1738.59,0.02
3654,-340.19,0.02
3655,-2605.82,0.02
3656,-126.83,0.02
3657,-185.51,0.02
3658,-152.83,0.02
3659,-104.35,0.02
3660,-215.1,0.02
3661,-6247.02,0.02
3662,-1217.82,0.02
3663,-155.42,0.02
3664,-182.17,0.02
3665,-175.88,0.02
3666,-165.96,0.02
3667,-1219.58,0.02
3668,-143.29,0.02
3669,-4823.09,0.02
3670,-291.78,0.02
3671,-235.82,0.02
3672,-3232.2,0.02
3673,-148.5,0.02
3674,-201.96,0.02
3675,-154.23,0.02
3676,-4850.43,0.02
3677,-790.97,0.02
3678,-10046.71,0.02
3679,-8952.51,0.02
3680,-147.49,0.02
3681,-233.29,0.02
3682,-121.38,0.02
3683,-3490.04,0.02
3684,-2549.66,0.02
3685,-283.63,0.02
3686,-188.77,0.02
3687,-169.18,0.02
3688,-3484.37,0.02
3689,-4297.72,0.02
3690,-2529.2,0.02
3691,-150.61,0.02
3692,-242.16,0.02
3693,-8931.85,0.02
3694,-159.26,0.02
3695,-2679.79,0.02
3696,-1167.18,0.02
3697,-187.22,0.02
3698,-178.45,0.02
3699,-182.03,0.02
3700,-173.62,0.02
3701,-358.07,0.02
3702,-196.95,0.02
3703,-201.68,0.02
3704,-302.67,0.02
3705,-1234.55,0.02
3706,-166.15,0.02
3707,-5414.53,0.02
3708,-213.09,0.02
3709,-161.29,0.02
3710,-4717.35,0.02
3711,-7608.46,0.02
3712,-219.4,0.02
3713,-155.45,0.02
3714,-4925.73,0.02
3715,-97.98,0.02
3716,-2584.32,0.02
3717,-150.2,0.02
3718,-107.48,0.02
3719,-143.02,0.02
3720,-124.23,0.02
3721,-116.97,0.02
3722,-554.11,0.02
3723,-107.39,0.02
3724,-2594.4,0.02
3725,-958.57,0.02
3726,-143.41,0.02
3727,-154.37,0.02
3728,-102.1,0.02
3729,-113.6,0.02
3730,-105.66,0.02
3731,-4948.58,0.02
3732,-2652.09,0.02
3733,-117.85,0.02
3734,-112.97,0.02
3735,-120.04,0.02
3736,-118.4,0.02
3737,-132.03,0.02
3738,-136.0,0.02
3739,-151.67,0.02
3740,-141.12,0.02
3741,-2623.78,0.02
3742,-104.55,0.02
3743,-178.46,0.02
3744,-12014.19,0.02
3745,-106.64,0.02
3746,-182.44,0.02
3747,-136.85,0.02
3748,-3559.97,0.02
3749,-923.3,0.02
3750,-152.68,0.02
3751,-118.21,0.02
3752,-159.51,0.02
3753,-211.28,0.02
3754,-113.23,0.02
3755,-111.96,0.02
3756,-215.44,0.02
3757,-108.77,0.02
3758,-148.42,0.02
3759,-124.78,0.02
3760,-3410.08,0.02
3761,-110.09,0.02
3762,-129.09,0.02
3763,-114.85,0.02
3764,-99.41,0.02
3765,-160.57,0.02
3766,-164.13,0.02
3767,-104.27,0.02
3768,-106.63,0.02
3769,-187.19,0.02
3770,-128.97,0.02
3771,-134.87,0.02
3772,-140.31,0.02
3773,-124.52,0.02
3774,-140.66,0.02
3775,-149.88,0.02
3776,-200.84,0.02
3777,-19384.15,0.02
3778,-138.56,0.02
3779,-158.3,0.02
3780,-157.1,0.02
3781,-122.58,0.02
3782,-2584.51,0.02
3783,-243.29,0.02
3784,-151.63,0.02
3785,-11818.0,0.02
3786,-280.24,0.02
3787,-2538.71,0.02
3788,-193.71,0.02
3789,-5576.01,0.02
3790,-6754.21,0.02
3791,-272.35,0.02
3792,-6729.16,0.02
3793,-169.68,0.02
3794,-2580.31,0.02
3795,-102.35,0.02
3796,-2593.35,0.02
3797,-2040.8,0.02
3798,-262.63,0.02
3799,-4143.32,0.02
3800,-273.19,0.02
3801,-211.17,0.02
3802,-194.34,0.02
3803,-291.67,0.02
3804,-2636.37,0.02
3805,-269.4,0.02
3806,-8557.19,0.02
3807,-3505.55,0.02
3808,-229.25,0.02
3809,-266.0,0.02
3810,-158.5,0.02
3811,-6929.61,0.02
3812,-168.17,0.02
3813,-1498.99,0.02
3814,-273.18,0.02
3815,-162.86,0.02
3816,-12657.98,0.02
3817,-326.83,0.02
3818,-99.56,0.02
3819,-9559.99,0.02
3820,-2587.14,0.02
3821,-9017.45,0.02
3822,-223.32,0.02
3823,-116.17,0.02
3824,-4574.06,0.02
3825,-177.72,0.02
3826,-101.92,0.02
3827,-6639.41,0.02
3828,-1999.03,0.02
3829,-2716.8,0.02
3830,-318.27,0.02
3831,-2600.94,0.02
3832,-257.83,0.02
3833,-2608.59,0.02
3834,-5775.84,0.02
3835,-269.81,0.02
3836,-158.44,0.02
3837,-147.44,0.02
3838,-847.04,0.02
3839,-2964.23,0.02
3840,-15365.72,0.02
3841,-99.23,0.02
3842,-7187.64,0.02
3843,-962.87,0.02
3844,-118.11,0.02
3845,-1223.84,0.02
3846,-185.14,0.02
3847,-7460.62,0.02
3848,-168.25,0.02
3849,-4584.04,0.02
3850,-5621.82,0.02
3851,-6006.54,0.02
3852,-9907.39,0.02
3853,-170.35,0.02
3854,-3907.78,0.02
3855,-1847.03,0.02
3856,-3165.51,0.02
3857,-4772.44,0.02
3858,-253.14,0.02
3859,-266.02,0.02
3860,-4092.29,0.02
3861,-1192.3,0.02
3862,-2759.97,0.02
3863,-159.13,0.02
3864,-2534.98,0.02
3865,-98.24,0.02
3866,-6537.53,0.02
3867,-232.75,0.02
3868,-284.01,0.02
3869,-170.22,0.02
3870,-143.71,0.02
3871,-175.21,0.02
3872,-104.14,0.02
3873,-171.44,0.02
3874,-128.42,0.02
3875,-132.41,0.02
3876,-110.27,0.02
3877,-104.81,0.02
3878,-107.34,0.02
3879,-151.05,0.02
3880,-13751.62,0.02
3881,-206.08,0.02
3882,-215.54,0.02
3883,-108.9,0.02
3884,-12700.91,0.02
3885,-119.11,0.02
3886,-117.14,0.02
3887,-123.33,0.02
3888,-123.79,0.02
3889,-203.77,0.02
3890,-231.74,0.02
3891,-3639.91,0.02
3892,-2619.06,0.02
3893,-183.06,0.02
3894,-6917.36,0.02
3895,-219.35,0.02
3896,-173.34,0.02
3897,-10537.58,0.02
3898,-8183.5,0.02
3899,-4679.38,0.02
3900,-5929.68,0.02
3901,-187.52,0.02
3902,-2853.16,0.02
3903,-262.73,0.02
3904,-5561.01,0.02
3905,-7541.04,0.02
3906,-3174.83,0.02
3907,-207.83,0.02
3908,-169.89,0.02
3909,-5258.12,0.02
3910,-277.69,0.02
3911,-107.33,0.02
3912,-178.64,0.02
3913,-2558.8,0.02
3914,-157.95,0.02
3915,-140.25,0.02
3916,-130.24,0.02
3917,-182.81,0.02
3918,-276.12,0.02
3919,-182.15,0.02
3920,-155.75,0.02
3921,-130.31,0.02
3922,-3821.6,0.02
3923,-129.55,0.02
3924,-192.68,0.02
3925,-218.76,0.02
3926,-200.77,0.02
3927,-2513.2,0.02
3928,-132.58,0.02
3929,-161.6,0.02
3930,-160.38,0.02
3931,-5572.73,0.02
3932,-122.01,0.02
3933,-3341.79,0.02
3934,-238.52,0.02
3935,-12063.07,0.02
3936,-179.45,0.02
3937,-251.54,0.02
3938,-177.42,0.02
3939,-2581.64,0.02
3940,-280.65,0.02
3941,-2737.21,0.02
3942,-204.07,0.02
3943,-149.98,0.02
3944,-118.93,0.02
3945,-4859.45,0.02
3946,-1344.85,0.02
3947,-186.41,0.02
3948,-346.81,0.02
3949,-117.51,0.02
3950,-104.96,0.02
3951,-200.72,0.02
3952,-1202.12,0.02
3953,-102.45,0.02
3954,-229.82,0.02
3955,-157.6,0.02
3956,-123.25,0.02
3957,-174.91,0.02
3958,-246.09,0.02
3959,-130.5,0.02
3960,-164.18,0.02
3961,-7034.93,0.02
3962,-168.53,0.02
3963,-261.73,0.02
3964,-245.66,0.02
3965,-175.44,0.02
3966,-2570.15,0.02
3967,-4793.61,0.02
3968,-13917.4,0.02
3969,-206.06,0.02
3970,-146.7,0.02
3971,-3134.84,0.02
3972,-194.1,0.02
3973,-151.77,0.02
3974,-3736.36,0.02
3975,-7711.22,0.02
3976,-315.37,0.02
3977,-2476.78,0.02
3978,-5194.38,0.02
3979,-6479.65,0.02
3980,-252.76,0.02
3981,-106.45,0.02
3982,-231.59,0.02
3983,-112.77,0.02
3984,-3947.53,0.02
3985,-2649.49,0.02
3986,-230.44,0.02
3987,-197.97,0.02
3988,-4251.45,0.02
3989,-172.14,0.02
3990,-4862.55,0.02
3991,-182.88,0.02
3992,-148.62,0.02
3993,-2584.07,0.02
3994,-217.15,0.02
3995,-4207.97,0.02
3996,-1109.52,0.02
3997,-152.37,0.02
3998,-3662.28,0.02
3999,-181.3,0.02
4000,-257.43,0.02
4001,-169.15,0.02
4002,-157.28,0.02
4003,-108.06,0.02
4004,-1968.27,0.02
4005,-241.43,0.02
4006,-24359.95,0.02
4007,-113.08,0.02
4008,-184.91,0.02
4009,-292.97,0.02
4010,-105.14,0.02
4011,-225.8,0.02
4012,-17175.2,0.02
4013,-3317.13,0.02
4014,-293.54,0.02
4015,-127.53,0.02
4016,-109.93,0.02
4017,-190.99,0.02
4018,-131.17,0.02
4019,-123.23,0.02
4020,-198.69,0.02
4021,-2606.68,0.02
4022,-9034.86,0.02
4023,-113.55,0.02
4024,-188.26,0.02
4025,-177.52,0.02
4026,-145.77,0.02
4027,-2550.46,0.02
4028,-2538.36,0.02
4029,-267.0,0.02
4030,-1089.83,0.02
4031,-1556.32,0.02
4032,-2599.91,0.02
4033,-5033.05,0.02
4034,-6486.74,0.02
4035,-152.47,0.02
4036,-154.34,0.02
4037,-5305.55,0.02
4038,-4686.51,0.02
4039,-189.22,0.02
4040,-207.27,0.02
4041,-2640.53,0.02
4042,-9910.55,0.02
4043,-136.43,0.02
4044,-207.35,0.02
4045,-102.11,0.02
4046,-175.26,0.02
4047,-6257.88,0.02
4048,-271.63,0.02
4049,-1842.52,0.02
4050,-150.79,0.02
4051,-299.31,0.02
4052,-97.51,0.02
4053,-313.67,0.02
4054,-13706.0,0.02
4055,-272.41,0.02
4056,-217.49,0.02
4057,-227.97,0.02
4058,-204.83,0.02
4059,-7961.5,0.02
4060,-254.51,0.02
4061,-7782.97,0.02
4062,-9028.2,0.02
4063,-2624.04,0.02
4064,-181.24,0.02
4065,-6608.82,0.02
4066,-162.71,0.02
4067,-285.25,0.02
4068,-15567.58,0.02
4069,-203.21,0.02
4070,-2449.43,0.02
4071,-6609.08,0.02
4072,-176.12,0.02
4073,-5768.21,0.02
4074,-148.62,0.02
4075,-235.33,0.02
4076,-205.01,0.02
4077,-156.31,0.02
4078,-131.15,0.02
4079,-13560.19,0.02
4080,-4708.59,0.02
4081,-2423.87,0.02
4082,-252.83,0.02
4083,-1932.06,0.02
4084,-236.2,0.02
4085,-105.59,0.02
4086,-907.59,0.02
4087,-101.7,0.02
4088,-126.99,0.02
4089,-279.67,0.02
4090,-105.62,0.02
4091,-9144.62,0.02
4092,-8587.41,0.02
4093,-139.47,0.02
4094,-147.31,0.02
4095,-1842.17,0.02
4096,-4843.14,0.02
4097,-207.95,0.02
4098,-2272.34,0.02
4099,-309.31,0.02
4100,-150.11,0.02
4101,-196.02,0.02
4102,-12176.04,0.02
4103,-196.0,0.02
4104,-235.71,0.02
4105,-2615.57,0.02
4106,-200.6,0.02
4107,-232.48,0.02
4108,-9269.54,0.02
4109,-131.26,0.02
4110,-147.66,0.02
4111,-169.89,0.02
4112,-154.4,0.02
4113,-172.64,0.02
4114,-102.72,0.02
4115,-226.46,0.02
4116,-175.75,0.02
4117,-157.12,0.02
4118,-4017.37,0.02
4119,-117.12,0.02
4120,-183.24,0.02
4121,-331.97,0.02
4122,-205.19,0.02
4123,-117.83,0.02
4124,-136.79,0.02
4125,-249.37,0.02
4126,-2522.07,0.02
4127,-8949.14,0.02
4128,-117.69,0.02
4129,-2684.45,0.02
4130,-311.15,0.02
4131,-261.34,0.02
4132,-180.98,0.02
4133,-150.01,0.02
4134,-143.18,0.02
4135,-149.46,0.02
4136,-134.96,0.02
4137,-650.76,0.02
4138,-112.21,0.02
4139,-214.18,0.02
4140,-107.78,0.02
4141,-2642.24,0.02
4142,-138.16,0.02
4143,-106.14,0.02
4144,-104.66,0.02
4145,-8370.33,0.02
4146,-269.02,0.02
4147,-133.26,0.02
4148,-184.78,0.02
4149,-136.35,0.02
4150,-101.19,0.02
4151,-138.49,0.02
4152,-6418.73,0.02
4153,-9971.36,0.02
4154,-5424.71,0.02
4155,-156.22,0.02
4156,-112.89,0.02
4157,-2607.8,0.02
4158,-2537.27,0.02
4159,-172.92,0.02
4160,-7055.92,0.02
4161,-224.69,0.02
4162,-4337.24,0.02
4163,-4843.85,0.02
4164,-9077.21,0.02
4165,-12066.39,0.02
4166,-125.53,0.02
4167,-1493.51,0.02
4168,-2548.58,0.02
4169,-207.57,0.02
4170,-4695.67,0.02
4171,-3668.81,0.02
4172,-151.09,0.02
4173,-174.96,0.02
4174,-142.92,0.02
4175,-127.95,0.02
4176,-200.65,0.02
4177,-8401.23,0.02
4178,-271.56,0.02
4179,-6767.87,0.02
4180,-260.03,0.02
4181,-174.97,0.02
4182,-6323.19,0.02
4183,-254.99,0.02
4184,-190.34,0.02
4185,-768.49,0.02
4186,-187.66,0.02
4187,-109.17,0.02
4188,-271.18,0.02
4189,-3538.79,0.02
4190,-170.6,0.02
4191,-2630.21,0.02
4192,-3708.86,0.02
4193,-142.79,0.02
4194,-119.38,0.02
4195,-157.36,0.02
4196,-122.36,0.02
4197,-1455.25,0.02
4198,-106.98,0.02
4199,-9954.84,0.02
4200,-129.7,0.02
4201,-124.33,0.02
4202,-508.56,0.02
4203,-9245.93,0.02
4204,-2598.69,0.02
4205,-339.87,0.02
4206,-2580.96,0.02
4207,-260.03,0.02
4208,-133.6,0.02
4209,-155.99,0.02
4210,-156.24,0.02
4211,-202.24,0.02
4212,-2553.44,0.02
4213,-5769.5,0.02
4214,-145.23,0.02
4215,-198.96,0.02
4216,-515.13,0.02
4217,-4508.38,0.02
4218,-2574.91,0.02
4219,-161.41,0.02
4220,-5772.45,0.02
4221,-273.04,0.02
4222,-101.72,0.02
4223,-2596.42,0.02
4224,-5899.58,0.02
4225,-1655.81,0.02
4226,-171.58,0.02
4227,-188.42,0.02
4228,-174.39,0.02
4229,-3523.68,0.02
4230,-127.49,0.02
4231,-198.15,0.02
4232,-119.67,0.02
4233,-127.23,0.02
4234,-187.07,0.02
4235,-110.8,0.02
4236,-122.62,0.02
4237,-155.08,0.02
4238,-164.05,0.02
4239,-3667.47,0.02
4240,-219.9,0.02
4241,-172.46,0.02
4242,-4886.7,0.02
4243,-2029.72,0.02
4244,-159.33,0.02
4245,-143.98,0.02
4246,-163.17,0.02
4247,-208.1,0.02
4248,-113.83,0.02
4249,-4980.58,0.02
4250,-4352.16,0.02
4251,-2327.33,0.02
4252,-141.49,0.02
4253,-202.94,0.02
4254,-2916.19,0.02
4255,-1045.46,0.02
4256,-1870.56,0.02
4257,-2578.5,0.02
4258,-101.65,0.02
4259,-202.41,0.02
4260,-194.94,0.02
4261,-177.74,0.02
4262,-109.98,0.02
4263,-128.85,0.02
4264,-189.3,0.02
4265,-1268.29,0.02
4266,-111.9,0.02
4267,-123.46,0.02
4268,-139.48,0.02
4269,-149.42,0.02
4270,-9493.35,0.02
4271,-132.42,0.02
4272,-174.51,0.02
4273,-126.06,0.02
4274,-177.33,0.02
4275,-176.65,0.02
4276,-143.17,0.02
4277,-111.55,0.02
4278,-108.51,0.02
4279,-116.35,0.02
4280,-194.87,0.02
4281,-124.05,0.02
4282,-119.83,0.02
4283,-146.88,0.02
4284,-102.46,0.02
4285,-130.13,0.02
4286,-122.25,0.02
4287,-104.41,0.02
4288,-148.51,0.02
4289,-115.98,0.02
4290,-102.84,0.02
4291,-103.71,0.02
4292,-108.05,0.02
4293,-11627.27,0.02
4294,-106.49,0.02
4295,-145.96,0.02
4296,-119.74,0.02
4297,-125.55,0.02
4298,-13510.65,0.02
4299,-207.65,0.02
4300,-163.38,0.02
4301,-129.37,0.02
4302,-117.79,0.02
4303,-6086.8,0.02
4304,-105.95,0.02
4305,-9964.33,0.02
4306,-1011.34,0.02
4307,-1690.73,0.02
4308,-152.63,0.02
4309,-217.94,0.02
4310,-141.56,0.02
4311,-132.88,0.02
4312,-116.61,0.02
4313,-102.67,0.02
4314,-144.23,0.02
4315,-158.57,0.02
4316,-1044.06,0.02
4317,-130.63,0.02
4318,-3915.19,0.02
4319,-104.52,0.02
4320,-212.15,0.02
4321,-101.53,0.02
4322,-110.14,0.02
4323,-212.75,0.02
4324,-258.77,0.02
4325,-26647.41,0.02
4326,-316.87,0.02
4327,-3148.27,0.02
4328,-5532.6,0.02
4329,-2299.45,0.02
4330,-4606.81,0.02
4331,-103.44,0.02
4332,-172.25,0.02
4333,-142.23,0.02
4334,-152.5,0.02
4335,-106.51,0.02
4336,-142.62,0.02
4337,-122.14,0.02
4338,-123.11,0.02
4339,-8575.32,0.02
4340,-114.03,0.02
4341,-142.95,0.02
4342,-148.89,0.02
4343,-171.08,0.02
4344,-127.45,0.02
4345,-162.13,0.02
4346,-17955.31,0.02
4347,-124.46,0.02
4348,-100.59,0.02
4349,-140.21,0.02
4350,-138.19,0.02
4351,-151.13,0.02
4352,-4883.22,0.02
4353,-5112.22,0.02
4354,-147.39,0.02
4355,-115.1,0.02
4356,-890.21,0.02
4357,-4690.22,0.02
4358,-6756.56,0.02
4359,-2680.91,0.02
4360,-169.72,0.02
4361,-8470.02,0.02
4362,-102.78,0.02
4363,-183.65,0.02
4364,-4786.43,0.02
4365,-109.62,0.02
4366,-154.29,0.02
4367,-122.53,0.02
4368,-150.38,0.02
4369,-4788.52,0.02
4370,-6108.57,0.02
4371,-340.16,0.02
4372,-7461.6,0.02
4373,-123.05,0.02
4374,-115.14,0.02
4375,-3796.91,0.02
4376,-7601.03,0.02
4377,-3257.11,0.02
4378,-162.59,0.02
4379,-288.4,0.02
4380,-3252.55,0.02
4381,-247.61,0.02
4382,-115.48,0.02
4383,-6503.27,0.02
4384,-136.91,0.02
4385,-150.08,0.02
4386,-4242.43,0.02
4387,-4424.84,0.02
4388,-141.1,0.02
4389,-236.03,0.02
4390,-15864.51,0.02
4391,-357.49,0.02
4392,-268.14,0.02
4393,-4705.72,0.02
4394,-3455.83,0.02
4395,-162.59,0.02
4396,-2554.25,0.02
4397,-226.21,0.02
4398,-188.86,0.02
4399,-195.46,0.02
4400,-315.07,0.02
4401,-185.15,0.02
4402,-239.63,0.02
4403,-22120.88,0.02
4404,-355.52,0.02
4405,-198.18,0.02
4406,-11580.01,0.02
4407,-102.86,0.02
4408,-320.14,0.02
4409,-228.7,0.02
4410,-145.34,0.02
4411,-3609.25,0.02
4412,-122.72,0.02
4413,-278.39,0.02
4414,-199.61,0.02
4415,-254.4,0.02
4416,-101.19,0.02
4417,-3370.34,0.02
4418,-4703.06,0.02
4419,-4478.01,0.02
4420,-162.82,0.02
4421,-9116.26,0.02
4422,-263.8,0.02
4423,-112.43,0.02
4424,-13066.66,0.02
4425,-210.6,0.02
4426,-3644.47,0.02
4427,-266.22,0.02
4428,-207.66,0.02
4429,-6910.8,0.02
4430,-145.41,0.02
4431,-133.98,0.02
4432,-1142.61,0.02
4433,-182.68,0.02
4434,-128.12,0.02
4435,-184.34,0.02
4436,-1320.17,0.02
4437,-3997.84,0.02
4438,-98.93,0.02
4439,-3689.13,0.02
4440,-23864.93,0.02
4441,-102.61,0.02
4442,-121.66,0.02
4443,-191.71,0.02
4444,-192.49,0.02
4445,-134.34,0.02
4446,-107.51,0.02
4447,-127.59,0.02
4448,-111.85,0.02
4449,-123.73,0.02
4450,-14523.76,0.02
4451,-112.73,0.02
4452,-5142.19,0.02
4453,-101.05,0.02
4454,-234.08,0.02
4455,-158.64,0.02
4456,-174.99,0.02
4457,-139.56,0.02
4458,-117.56,0.02
4459,-117.86,0.02
4460,-126.64,0.02
4461,-160.59,0.02
4462,-138.59,0.02
4463,-113.55,0.02
4464,-117.83,0.02
4465,-103.41,0.02
4466,-131.33,0.02
4467,-115.17,0.02
4468,-152.58,0.02
4469,-149.15,0.02
4470,-13747.2,0.02
4471,-134.94,0.02
4472,-191.52,0.02
4473,-176.88,0.02
4474,-132.72,0.02
4475,-103.16,0.02
4476,-155.0,0.02
4477,-150.33,0.02
4478,-1296.1,0.02
4479,-130.56,0.02
4480,-136.78,0.02
4481,-2584.71,0.02
4482,-862.7,0.02
4483,-8127.44,0.02
4484,-165.61,0.02
4485,-152.61,0.02
4486,-139.16,0.02
4487,-152.75,0.02
4488,-141.94,0.02
4489,-188.15,0.02
4490,-3912.76,0.02
4491,-225.79,0.02
4492,-199.38,0.02
4493,-128.37,0.02
4494,-8181.62,0.02
4495,-7872.29,0.02
4496,-131.39,0.02
4497,-194.56,0.02
4498,-6989.72,0.02
4499,-249.61,0.02
4500,-274.2,0.02
4501,-9477.07,0.02
4502,-194.23,0.02
4503,-7061.14,0.02
4504,-4685.93,0.02
4505,-193.6,0.02
4506,-12117.38,0.02
4507,-201.18,0.02
4508,-141.87,0.02
4509,-108.27,0.02
4510,-2678.96,0.02
4511,-4675.95,0.02
4512,-177.21,0.02
4513,-11909.85,0.02
4514,-121.64,0.02
4515,-234.13,0.02
4516,-128.04,0.02
4517,-4301.73,0.02
4518,-145.07,0.02
4519,-131.41,0.02
4520,-220.95,0.02
4521,-4823.6,0.02
4522,-29562.6,0.02
4523,-151.16,0.02
4524,-114.81,0.02
4525,-246.54,0.02
4526,-174.16,0.02
4527,-211.46,0.02
4528,-1626.48,0.02
4529,-103.06,0.02
4530,-2632.74,0.02
4531,-256.35,0.02
4532,-2561.85,0.02
4533,-2308.11,0.02
4534,-6076.51,0.02
4535,-2583.62,0.02
4536,-6928.02,0.02
4537,-8692.87,0.02
4538,-213.64,0.02
4539,-186.57,0.02
4540,-129.25,0.02
4541,-214.9,0.02
4542,-161.76,0.02
4543,-6487.45,0.02
4544,-994.94,0.02
4545,-2784.97,0.02
4546,-7052.67,0.02
4547,-10077.44,0.02
4548,-5691.81,0.02
4549,-2184.52,0.02
4550,-178.85,0.02
4551,-7056.21,0.02
4552,-3284.16,0.02
4553,-210.64,0.02
4554,-2935.66,0.02
4555,-3184.38,0.02
4556,-191.9,0.02
4557,-5872.65,0.02
4558,-185.87,0.02
4559,-233.11,0.02
4560,-2588.75,0.02
4561,-194.09,0.02
4562,-228.61,0.02
4563,-149.27,0.02
4564,-182.86,0.02
4565,-2590.68,0.02
4566,-175.73,0.02
4567,-2389.19,0.02
4568,-10877.99,0.02
4569,-141.22,0.02
4570,-200.39,0.02
4571,-295.24,0.02
4572,-6469.13,0.02
4573,-343.6,0.02
4574,-2570.8,0.02
4575,-188.08,0.02
4576,-2703.26,0.02
4577,-3572.31,0.02
4578,-141.1,0.02
4579,-276.7,0.02
4580,-2541.59,0.02
4581,-123.7,0.02
4582,-2625.85,0.02
4583,-178.46,0.02
