episode,score,ep_reward,steps,epsilon,alpha,won,avg_score_100
32743,310,-1.6,56,0.05,0.08,0,340.4
32744,350,-0.75,69,0.05,0.08,0,339.0
32745,70,-2.8,33,0.05,0.08,0,334.8
32746,70,-2.2,21,0.05,0.08,0,330.6
32747,350,0.225,197,0.05,0.08,0,333.4
32748,490,6.225,81,0.05,0.08,1,333.4
32749,490,1.6,116,0.05,0.08,1,337.0
32750,70,-1.8,9,0.05,0.08,0,332.8
32751,490,11.025,142,0.05,0.08,1,333.6
32752,490,2.125,105,0.05,0.08,1,333.6
32753,410,-3.425,126,0.05,0.08,0,335.7
32754,490,4.475,90,0.05,0.08,1,335.7
32755,490,2.9,83,0.05,0.08,1,335.7
32756,180,-2.5,52,0.05,0.08,0,336.1
32757,40,-2.325,16,0.05,0.08,0,333.3
32758,50,-1.875,14,0.05,0.08,0,328.9
32759,490,12.925,99,0.05,0.08,1,332.6
32760,490,2.65,89,0.05,0.08,1,333.8
32761,490,0.875,132,0.05,0.08,1,333.8
32762,490,1.175,129,0.05,0.08,1,333.8
32763,330,-1.325,53,0.05,0.08,0,332.2
32764,490,5.9,109,0.05,0.08,1,332.2
32765,490,2.925,83,0.05,0.08,1,335.5
32766,200,-2.275,49,0.05,0.08,0,335.2
32767,130,-2.85,49,0.05,0.08,0,331.6
32768,490,8.95,152,0.05,0.08,1,335.0
32769,490,2.05,105,0.05,0.08,1,339.4
32770,490,2.8,84,0.05,0.08,1,339.4
32771,490,2.925,83,0.05,0.08,1,343.8
32772,110,-2.925,47,0.05,0.08,0,341.4
32773,80,-2.65,36,0.05,0.08,0,337.6
32774,490,12.725,89,0.05,0.08,1,337.6
32775,230,-1.975,50,0.05,0.08,0,337.8
32776,400,2.325,85,0.05,0.08,0,336.9
32777,490,4.425,95,0.05,0.08,1,336.9
32778,490,2.35,99,0.05,0.08,1,341.5
32779,490,2.85,84,0.05,0.08,1,341.5
32780,80,-1.7,11,0.05,0.08,0,339.7
32781,200,0.5,49,0.05,0.08,0,336.8
32782,50,-2.575,27,0.05,0.08,0,336.7
32783,70,-1.825,16,0.05,0.08,0,333.8
32784,490,13.55,79,0.05,0.08,1,337.6
32785,490,1.775,110,0.05,0.08,1,341.8
32786,490,0.6,140,0.05,0.08,1,344.0
32787,490,1.55,118,0.05,0.08,1,344.0
32788,170,-2.125,42,0.05,0.08,0,340.8
32789,490,9.65,107,0.05,0.08,1,340.8
32790,120,-1.825,23,0.05,0.08,0,340.8
32791,490,10.75,114,0.05,0.08,1,342.4
32792,490,2.925,83,0.05,0.08,1,346.1
32793,70,-1.65,8,0.05,0.08,0,344.6
32794,490,13.425,77,0.05,0.08,1,347.8
32795,60,-2.475,24,0.05,0.08,0,343.5
32796,490,12.425,111,0.05,0.08,1,343.5
32797,490,2.025,104,0.05,0.08,1,348.1
32798,360,-2.575,94,0.05,0.08,0,346.8
32799,30,-2.35,17,0.05,0.08,0,342.5
32800,340,4.775,95,0.05,0.08,0,345.1
32801,490,5.95,95,0.05,0.08,1,345.1
32802,440,-2.45,109,0.05,0.08,0,345.8
32803,380,-2.5,93,0.05,0.08,0,348.3
32804,490,4.6,112,0.05,0.08,1,351.0
32805,490,2.65,90,0.05,0.08,1,351.0
32806,490,2.075,103,0.05,0.08,1,352.8
32807,490,1.725,111,0.05,0.08,1,354.3
32808,490,2.225,102,0.05,0.08,1,354.3
32809,490,-1.25,187,0.05,0.08,1,356.8
32810,490,2.525,93,0.05,0.08,1,361.1
32811,490,1.45,121,0.05,0.08,1,365.7
32812,130,-2.025,28,0.05,0.08,0,363.0
32813,410,4.825,104,0.05,0.08,0,366.0
32814,150,-2.15,33,0.05,0.08,0,366.0
32815,490,11.1,85,0.05,0.08,1,366.3
32816,490,2.775,87,0.05,0.08,1,368.5
32817,490,2.625,89,0.05,0.08,1,372.2
32818,490,2.4,98,0.05,0.08,1,375.9
32819,410,-1.675,83,0.05,0.08,0,375.1
32820,490,3.475,115,0.05,0.08,1,375.1
32821,110,-2.55,37,0.05,0.08,0,371.3
32822,260,1.7,56,0.05,0.08,0,369.0
32823,490,7.8,101,0.05,0.08,1,372.7
32824,170,-1.85,31,0.05,0.08,0,371.3
32825,60,-2.725,30,0.05,0.08,0,367.0
32826,410,7.35,67,0.05,0.08,0,366.2
32827,70,-2.925,40,0.05,0.08,0,362.0
32828,490,12.875,90,0.05,0.08,1,366.2
32829,490,2.3,98,0.05,0.08,1,366.2
32830,490,2.35,96,0.05,0.08,1,366.2
32831,490,3.025,81,0.05,0.08,1,366.2
32832,270,-3.2,91,0.05,0.08,0,364.0
32833,490,7.05,114,0.05,0.08,1,364.0
32834,490,2.45,95,0.05,0.08,1,364.0
32835,60,-3.35,47,0.05,0.08,0,362.6
32836,30,-2.5,20,0.05,0.08,0,358.0
32837,120,0.15,30,0.05,0.08,0,358.5
32838,490,8.775,163,0.05,0.08,1,358.5
32839,490,3.725,64,0.05,0.08,1,358.5
32840,490,3.0,78,0.05,0.08,1,358.5
32841,60,-1.975,11,0.05,0.08,0,354.2
32842,490,8.65,209,0.05,0.08,1,354.2
32843,490,2.8,84,0.05,0.08,1,356.0
32844,490,2.325,100,0.05,0.08,1,357.4
32845,80,-1.8,13,0.05,0.08,0,357.5
32846,160,-0.45,38,0.05,0.08,0,358.4
32847,490,9.975,109,0.05,0.08,1,359.8
32848,490,2.925,85,0.05,0.08,1,359.8
32849,490,2.7,86,0.05,0.08,1,359.8
32850,490,2.05,108,0.05,0.08,1,364.0
32851,490,1.725,109,0.05,0.08,1,364.0
32852,440,-1.9,93,0.05,0.08,0,363.5
32853,490,3.05,107,0.05,0.08,1,364.3
32854,80,-2.075,18,0.05,0.08,0,360.2
32855,490,12.55,98,0.05,0.08,1,360.2
32856,490,0.125,150,0.05,0.08,1,363.3
32857,380,-2.7,98,0.05,0.08,0,366.7
32858,490,5.025,91,0.05,0.08,1,371.1
32859,50,-2.05,11,0.05,0.08,0,366.7
32860,490,13.375,95,0.05,0.08,1,366.7
32861,360,-1.825,73,0.05,0.08,0,365.4
32862,490,5.225,103,0.05,0.08,1,365.4
32863,190,-3.2,68,0.05,0.08,0,364.0
32864,90,-2.225,23,0.05,0.08,0,360.0
32865,280,2.025,72,0.05,0.08,0,357.9
32866,490,7.825,92,0.05,0.08,1,360.8
32867,490,2.55,93,0.05,0.08,1,364.4
32868,490,2.55,90,0.05,0.08,1,364.4
32869,450,-2.725,118,0.05,0.08,0,364.0
32870,390,-3.3,116,0.05,0.08,0,363.0
32871,490,4.6,96,0.05,0.08,1,363.0
32872,490,3.275,73,0.05,0.08,1,366.8
32873,50,-1.9,9,0.05,0.08,0,366.5
32874,490,13.0,101,0.05,0.08,1,366.5
32875,490,2.3,97,0.05,0.08,1,369.1
32876,490,2.65,89,0.05,0.08,1,370.0
32877,100,-2.275,29,0.05,0.08,0,366.1
32878,420,4.875,120,0.05,0.08,0,365.4
32879,210,-2.4,56,0.05,0.08,0,362.6
32880,490,8.275,117,0.05,0.08,1,366.7
32881,130,-3.125,57,0.05,0.08,0,366.0
32882,490,10.5,112,0.05,0.08,1,370.4
32883,30,-1.85,4,0.05,0.08,0,370.0
32884,410,5.325,138,0.05,0.08,0,369.2
32885,490,3.425,121,0.05,0.08,1,369.2
32886,490,2.75,87,0.05,0.08,1,369.2
32887,490,0.575,140,0.05,0.08,1,369.2
32888,310,-2.25,77,0.05,0.08,0,370.6
32889,490,7.65,69,0.05,0.08,1,370.6
32890,100,-2.125,23,0.05,0.08,0,370.4
32891,490,11.975,102,0.05,0.08,1,370.4
32892,70,-1.925,15,0.05,0.08,0,366.2
32893,490,12.0,116,0.05,0.08,1,370.4
32894,60,-2.475,23,0.05,0.08,0,366.1
32895,490,13.525,85,0.05,0.08,1,370.4
32896,40,-2.7,26,0.05,0.08,0,365.9
32897,490,13.275,98,0.05,0.08,1,365.9
32898,150,-2.75,47,0.05,0.08,0,363.8
32899,490,11.25,80,0.05,0.08,1,368.4
32900,40,-2.0,9,0.05,0.08,0,365.4
32901,490,12.975,104,0.05,0.08,1,365.4
32902,490,2.8,86,0.05,0.08,1,365.9
32903,200,-2.525,56,0.05,0.08,0,364.1
32904,490,9.425,96,0.05,0.08,1,364.1
32905,310,-3.075,92,0.05,0.08,0,362.3
32906,490,6.05,109,0.05,0.08,1,362.3
32907,420,-3.125,120,0.05,0.08,0,361.6
32908,490,2.725,131,0.05,0.08,1,361.6
32909,490,2.2,101,0.05,0.08,1,361.6
32910,490,2.075,103,0.05,0.08,1,361.6
32911,490,2.675,89,0.05,0.08,1,361.6
32912,490,2.0,103,0.05,0.08,1,365.2
32913,70,-2.375,24,0.05,0.08,0,361.8
32914,490,13.15,84,0.05,0.08,1,365.2
32915,490,2.975,81,0.05,0.08,1,365.2
32916,50,-2.1,12,0.05,0.08,0,360.8
32917,490,10.3,175,0.05,0.08,1,360.8
32918,490,1.6,115,0.05,0.08,1,360.8
32919,30,-1.9,5,0.05,0.08,0,357.0
32920,490,12.45,128,0.05,0.08,1,357.0
32921,490,3.125,79,0.05,0.08,1,360.8
32922,490,2.25,99,0.05,0.08,1,363.1
32923,320,-4.775,140,0.05,0.08,0,361.4
32924,350,-0.9,58,0.05,0.08,0,363.2
32925,320,-2.625,86,0.05,0.08,0,365.8
32926,410,-2.95,170,0.05,0.08,0,365.8
32927,70,-2.025,17,0.05,0.08,0,365.8
32928,490,13.0,89,0.05,0.08,1,365.8
32929,320,-2.575,85,0.05,0.08,0,364.1
32930,110,-2.525,39,0.05,0.08,0,360.3
32931,490,11.35,105,0.05,0.08,1,360.3
32932,490,2.45,96,0.05,0.08,1,362.5
32933,170,-1.975,35,0.05,0.08,0,359.3
32934,490,9.725,108,0.05,0.08,1,359.3
32935,490,2.45,93,0.05,0.08,1,363.6
32936,40,-2.625,23,0.05,0.08,0,363.7
32937,100,-0.525,23,0.05,0.08,0,363.5
32938,320,3.675,57,0.05,0.08,0,361.8
32939,490,6.925,86,0.05,0.08,1,361.8
32940,490,2.7,89,0.05,0.08,1,361.8
32941,80,-3.55,56,0.05,0.08,0,362.0
32942,490,12.0,115,0.05,0.08,1,362.0
32943,340,-2.05,75,0.05,0.08,0,360.5
32944,490,4.725,126,0.05,0.08,1,360.5
32945,120,-2.475,36,0.05,0.08,0,360.9
32946,490,12.0,88,0.05,0.08,1,364.2
32947,490,3.45,70,0.05,0.08,1,364.2
32948,490,2.825,86,0.05,0.08,1,364.2
32949,490,3.125,78,0.05,0.08,1,364.2
32950,490,2.725,87,0.05,0.08,1,364.2
32951,490,1.125,130,0.05,0.08,1,364.2
32952,490,1.35,120,0.05,0.08,1,364.7
32953,490,2.025,107,0.05,0.08,1,364.7
32954,100,-1.975,22,0.05,0.08,0,364.9
32955,490,11.525,107,0.05,0.08,1,364.9
32956,70,-2.275,21,0.05,0.08,0,360.7
32957,70,-1.65,13,0.05,0.08,0,357.6
32958,210,1.525,44,0.05,0.08,0,354.8
32959,30,-2.125,10,0.05,0.08,0,354.6
32960,100,-0.1,18,0.05,0.08,0,350.7
32961,490,12.55,81,0.05,0.08,1,352.0
32962,350,-2.175,82,0.05,0.08,0,350.6
32963,490,6.05,89,0.05,0.08,1,353.6
32964,360,-3.325,110,0.05,0.08,0,356.3
32965,300,-4.725,135,0.05,0.08,0,356.5
32966,490,6.475,105,0.05,0.08,1,356.5
32967,490,1.325,121,0.05,0.08,1,356.5
32968,490,2.875,86,0.05,0.08,1,356.5
32969,490,2.2,103,0.05,0.08,1,356.9
32970,350,-3.35,111,0.05,0.08,0,356.5
32971,490,5.825,91,0.05,0.08,1,356.5
32972,490,3.0,79,0.05,0.08,1,356.5
32973,490,2.425,97,0.05,0.08,1,360.9
32974,370,-2.0,80,0.05,0.08,0,359.7
32975,490,5.575,91,0.05,0.08,1,359.7
32976,120,-3.125,51,0.05,0.08,0,356.0
32977,490,10.025,131,0.05,0.08,1,359.9
32978,340,-1.425,62,0.05,0.08,0,359.1
32979,490,6.825,74,0.05,0.08,1,361.9
32980,410,-2.775,110,0.05,0.08,0,361.1
32981,490,4.675,83,0.05,0.08,1,364.7
32982,70,-2.05,18,0.05,0.08,0,360.5
32983,490,12.45,99,0.05,0.08,1,365.1
32984,490,2.85,85,0.05,0.08,1,365.9
32985,490,3.15,78,0.05,0.08,1,365.9
32986,50,-2.25,16,0.05,0.08,0,361.5
32987,120,-0.875,40,0.05,0.08,0,357.8
32988,370,5.1,58,0.05,0.08,0,358.4
32989,450,0.975,72,0.05,0.08,0,358.0
32990,490,3.55,93,0.05,0.08,1,361.9
32991,490,2.85,86,0.05,0.08,1,361.9
32992,330,-3.925,119,0.05,0.08,0,364.5
32993,490,2.675,185,0.05,0.08,1,364.5
32994,380,-1.725,73,0.05,0.08,0,367.7
32995,490,4.125,120,0.05,0.08,1,367.7
32996,490,3.8,61,0.05,0.08,1,372.2
32997,410,-1.35,72,0.05,0.08,0,371.4
32998,130,-2.075,29,0.05,0.08,0,371.2
32999,40,-2.325,14,0.05,0.08,0,366.7
33000,80,-1.925,34,0.05,0.08,0,367.1
33001,490,12.425,102,0.05,0.08,1,367.1
33002,490,0.3,149,0.05,0.08,1,367.1
33003,490,2.975,83,0.05,0.08,1,370.0
33004,490,2.6,93,0.05,0.08,1,370.0
33005,50,-2.075,13,0.05,0.08,0,367.4
33006,490,12.375,116,0.05,0.08,1,367.4
33007,180,-2.575,55,0.05,0.08,0,365.0
33008,490,8.45,135,0.05,0.08,1,365.0
33009,490,2.1,105,0.05,0.08,1,365.0
33010,490,0.325,145,0.05,0.08,1,365.0
33011,360,-1.7,70,0.05,0.08,0,363.7
33012,490,5.45,101,0.05,0.08,1,363.7
33013,490,-1.0,185,0.05,0.08,1,367.9
33014,490,2.7,88,0.05,0.08,1,367.9
33015,490,1.8,112,0.05,0.08,1,367.9
33016,60,-2.325,20,0.05,0.08,0,368.0
33017,300,2.55,94,0.05,0.08,0,366.1
33018,490,5.45,136,0.05,0.08,1,366.1
33019,450,-3.875,143,0.05,0.08,0,370.3
33020,420,-3.5,127,0.05,0.08,0,369.6
33021,490,4.275,94,0.05,0.08,1,369.6
33022,490,1.85,109,0.05,0.08,1,369.6
33023,490,2.6,90,0.05,0.08,1,371.3
33024,490,2.65,91,0.05,0.08,1,372.7
33025,60,-2.125,14,0.05,0.08,0,370.1
33026,400,5.5,111,0.05,0.08,0,370.0
33027,200,-1.625,36,0.05,0.08,0,371.3
33028,490,9.5,93,0.05,0.08,1,371.3
33029,490,2.425,96,0.05,0.08,1,373.0
33030,490,3.675,65,0.05,0.08,1,376.8
33031,490,3.275,75,0.05,0.08,1,376.8
33032,490,2.65,88,0.05,0.08,1,376.8
33033,150,-1.775,26,0.05,0.08,0,376.6
33034,210,-1.325,60,0.05,0.08,0,373.8
33035,410,1.975,120,0.05,0.08,0,373.0
33036,490,4.9,78,0.05,0.08,1,377.5
33037,490,2.25,101,0.05,0.08,1,381.4
33038,100,-2.225,28,0.05,0.08,0,379.2
33039,90,-2.575,36,0.05,0.08,0,375.2
33040,70,-2.175,20,0.05,0.08,0,371.0
33041,490,13.025,85,0.05,0.08,1,375.1
33042,490,1.65,113,0.05,0.08,1,375.1
33043,490,2.4,98,0.05,0.08,1,376.6
33044,490,3.0,80,0.05,0.08,1,376.6
33045,490,3.025,80,0.05,0.08,1,380.3
33046,150,-2.1,34,0.05,0.08,0,376.9
33047,40,-2.7,24,0.05,0.08,0,372.4
33048,70,-1.2,15,0.05,0.08,0,368.2
33049,490,11.325,129,0.05,0.08,1,368.2
33050,490,2.875,86,0.05,0.08,1,368.2
33051,490,1.45,118,0.05,0.08,1,368.2
33052,490,2.9,85,0.05,0.08,1,368.2
33053,170,-2.25,42,0.05,0.08,0,365.0
33054,490,9.05,124,0.05,0.08,1,368.9
33055,260,-2.725,77,0.05,0.08,0,366.6
33056,490,8.625,77,0.05,0.08,1,370.8
33057,490,1.9,107,0.05,0.08,1,375.0
33058,490,2.4,95,0.05,0.08,1,377.8
33059,70,-2.225,19,0.05,0.08,0,378.2
33060,60,-2.0,15,0.05,0.08,0,377.8
33061,30,-1.9,5,0.05,0.08,0,373.2
33062,490,14.15,85,0.05,0.08,1,374.6
33063,490,2.125,103,0.05,0.08,1,374.6
33064,330,-2.425,83,0.05,0.08,0,374.3
33065,310,-1.425,52,0.05,0.08,0,374.4
33066,490,6.675,101,0.05,0.08,1,374.4
33067,450,-2.125,96,0.05,0.08,0,374.0
33068,140,-2.725,44,0.05,0.08,0,370.5
33069,490,11.6,77,0.05,0.08,1,370.5
33070,490,2.475,94,0.05,0.08,1,371.9
33071,490,2.025,107,0.05,0.08,1,371.9
33072,490,0.575,144,0.05,0.08,1,371.9
33073,490,2.75,86,0.05,0.08,1,371.9
33074,60,-2.125,16,0.05,0.08,0,368.8
33075,490,12.675,108,0.05,0.08,1,368.8
33076,490,2.725,87,0.05,0.08,1,372.5
33077,490,2.25,101,0.05,0.08,1,372.5
33078,490,2.15,103,0.05,0.08,1,374.0
33079,180,-1.8,35,0.05,0.08,0,370.9
33080,120,-2.1,28,0.05,0.08,0,368.0
33081,200,-0.15,48,0.05,0.08,0,365.1
33082,490,9.65,88,0.05,0.08,1,369.3
33083,490,2.85,87,0.05,0.08,1,369.3
33084,80,-2.375,26,0.05,0.08,0,365.2
33085,150,-0.175,28,0.05,0.08,0,361.8
33086,490,9.75,126,0.05,0.08,1,366.2
33087,490,2.775,86,0.05,0.08,1,369.9
33088,490,2.05,105,0.05,0.08,1,371.1
33089,30,-1.9,3,0.05,0.08,0,366.9
33090,490,13.275,112,0.05,0.08,1,366.9
33091,170,-1.65,28,0.05,0.08,0,363.7
33092,50,-2.05,13,0.05,0.08,0,360.9
33093,490,10.1,172,0.05,0.08,1,360.9
33094,490,2.625,90,0.05,0.08,1,362.0
33095,490,3.3,73,0.05,0.08,1,362.0
33096,490,3.425,70,0.05,0.08,1,362.0
33097,40,-1.9,7,0.05,0.08,0,358.3
33098,490,14.0,80,0.05,0.08,1,361.9
33099,100,-2.55,35,0.05,0.08,0,362.5
33100,300,3.7,47,0.05,0.08,0,364.7
33101,490,3.325,194,0.05,0.08,1,364.7
33102,50,-1.9,7,0.05,0.08,0,360.3
33103,490,13.8,87,0.05,0.08,1,360.3
33104,70,-1.875,11,0.05,0.08,0,356.1
33105,490,10.875,147,0.05,0.08,1,360.5
33106,490,2.375,97,0.05,0.08,1,360.5
33107,490,1.025,130,0.05,0.08,1,363.6
33108,300,-2.475,79,0.05,0.08,0,361.7
33109,100,-2.05,22,0.05,0.08,0,357.8
33110,150,-1.175,48,0.05,0.08,0,354.4
33111,490,10.5,99,0.05,0.08,1,355.7
33112,30,-2.05,7,0.05,0.08,0,351.1
33113,490,14.3,89,0.05,0.08,1,351.1
33114,490,2.525,94,0.05,0.08,1,351.1
33115,420,-2.75,109,0.05,0.08,0,350.4
33116,490,2.55,134,0.05,0.08,1,354.7
33117,490,2.225,98,0.05,0.08,1,356.6
33118,180,-2.675,56,0.05,0.08,0,353.5
33119,90,-4.075,71,0.05,0.08,0,349.9
33120,260,1.975,60,0.05,0.08,0,348.3
33121,40,-2.125,11,0.05,0.08,0,343.8
33122,490,10.725,164,0.05,0.08,1,343.8
33123,490,3.0,79,0.05,0.08,1,343.8
33124,210,-2.225,50,0.05,0.08,0,341.0
33125,490,8.075,123,0.05,0.08,1,345.3
33126,490,2.675,88,0.05,0.08,1,346.2
33127,490,2.625,88,0.05,0.08,1,349.1
33128,490,2.1,103,0.05,0.08,1,349.1
33129,370,-2.625,94,0.05,0.08,0,347.9
33130,490,5.25,97,0.05,0.08,1,347.9
33131,490,-1.175,184,0.05,0.08,1,347.9
33132,490,2.425,94,0.05,0.08,1,347.9
33133,490,2.175,99,0.05,0.08,1,351.3
33134,490,2.225,102,0.05,0.08,1,354.1
33135,60,-2.5,27,0.05,0.08,0,350.6
33136,270,2.55,69,0.05,0.08,0,348.4
33137,30,-1.9,3,0.05,0.08,0,343.8
33138,160,0.325,63,0.05,0.08,0,344.4
33139,490,8.95,124,0.05,0.08,1,348.4
33140,490,2.6,90,0.05,0.08,1,352.6
33141,70,-2.3,23,0.05,0.08,0,348.4
33142,490,11.85,124,0.05,0.08,1,348.4
33143,490,1.85,109,0.05,0.08,1,348.4
33144,160,-1.7,28,0.05,0.08,0,345.1
33145,490,10.8,86,0.05,0.08,1,345.1
33146,120,-1.7,19,0.05,0.08,0,344.8
33147,80,-2.65,35,0.05,0.08,0,345.2
33148,490,12.325,94,0.05,0.08,1,349.4
33149,490,0.375,148,0.05,0.08,1,349.4
33150,490,2.375,99,0.05,0.08,1,349.4
33151,490,3.425,72,0.05,0.08,1,349.4
33152,450,-0.95,72,0.05,0.08,0,349.0
33153,350,-2.35,85,0.05,0.08,0,350.8
33154,490,6.175,82,0.05,0.08,1,350.8
33155,60,-2.3,22,0.05,0.08,0,348.8
33156,160,1.0,23,0.05,0.08,0,345.5
33157,490,10.125,99,0.05,0.08,1,345.5
33158,230,-2.125,55,0.05,0.08,0,342.9
33159,490,9.3,82,0.05,0.08,1,347.1
33160,490,1.725,113,0.05,0.08,1,351.4
33161,490,2.425,95,0.05,0.08,1,356.0
33162,60,-1.925,10,0.05,0.08,0,351.7
33163,490,12.6,111,0.05,0.08,1,351.7
33164,80,-2.1,19,0.05,0.08,0,349.2
33165,490,12.875,91,0.05,0.08,1,351.0
33166,490,1.325,120,0.05,0.08,1,351.0
33167,160,-1.975,34,0.05,0.08,0,348.1
33168,60,-1.95,10,0.05,0.08,0,347.3
33169,490,12.375,115,0.05,0.08,1,347.3
33170,490,1.75,114,0.05,0.08,1,347.3
33171,490,1.775,110,0.05,0.08,1,347.3
33172,210,-2.25,53,0.05,0.08,0,344.5
33173,110,-2.875,49,0.05,0.08,0,340.7
33174,490,12.1,85,0.05,0.08,1,345.0
33175,490,0.85,133,0.05,0.08,1,345.0
33176,190,-2.45,50,0.05,0.08,0,342.0
33177,320,1.1,65,0.05,0.08,0,340.3
33178,110,-2.2,31,0.05,0.08,0,336.5
33179,360,1.2,150,0.05,0.08,0,338.3
33180,100,-2.625,36,0.05,0.08,0,338.1
33181,490,12.05,99,0.05,0.08,1,341.0
33182,60,-1.85,8,0.05,0.08,0,336.7
33183,120,-0.025,21,0.05,0.08,0,333.0
33184,200,-0.125,44,0.05,0.08,0,334.2
33185,200,-2.85,64,0.05,0.08,0,334.7
33186,490,8.875,118,0.05,0.08,1,334.7
33187,490,3.05,79,0.05,0.08,1,334.7
33188,100,-3.45,59,0.05,0.08,0,330.8
33189,490,12.0,92,0.05,0.08,1,335.4
33190,490,0.675,141,0.05,0.08,1,335.4
33191,200,-2.925,67,0.05,0.08,0,335.7
33192,490,8.425,128,0.05,0.08,1,340.1
33193,490,2.425,96,0.05,0.08,1,340.1
33194,360,-0.925,51,0.05,0.08,0,338.8
33195,260,-2.2,62,0.05,0.08,0,336.5
33196,490,9.025,74,0.05,0.08,1,336.5
33197,490,2.3,97,0.05,0.08,1,341.0
33198,490,1.2,127,0.05,0.08,1,341.0
33199,60,-1.975,12,0.05,0.08,0,340.6
33200,490,11.2,148,0.05,0.08,1,342.5
33201,490,2.7,90,0.05,0.08,1,342.5
33202,220,-2.5,57,0.05,0.08,0,344.2
33203,490,8.675,111,0.05,0.08,1,344.2
33204,490,3.05,80,0.05,0.08,1,348.4
33205,370,-2.425,91,0.05,0.08,0,347.2
33206,490,5.0,104,0.05,0.08,1,347.2
33207,30,-2.9,29,0.05,0.08,0,342.6
33208,490,13.75,99,0.05,0.08,1,344.5
33209,490,1.45,119,0.05,0.08,1,348.4
33210,490,2.35,96,0.05,0.08,1,351.8
33211,80,-2.825,40,0.05,0.08,0,347.7
33212,490,12.25,100,0.05,0.08,1,352.3
33213,490,0.35,144,0.05,0.08,1,352.3
33214,490,0.375,144,0.05,0.08,1,352.3
33215,200,-1.675,37,0.05,0.08,0,350.1
33216,490,7.775,132,0.05,0.08,1,350.1
33217,490,2.8,83,0.05,0.08,1,350.1
33218,310,-1.975,68,0.05,0.08,0,351.4
33219,410,-0.625,118,0.05,0.08,0,354.6
33220,490,3.45,122,0.05,0.08,1,356.9
33221,360,-4.925,150,0.05,0.08,0,360.1
33222,490,2.45,168,0.05,0.08,1,360.1
33223,50,-3.375,46,0.05,0.08,0,355.7
33224,490,13.8,80,0.05,0.08,1,358.5
33225,410,-3.3,121,0.05,0.08,0,357.7
33226,100,-2.25,27,0.05,0.08,0,353.8
33227,490,11.15,115,0.05,0.08,1,353.8
33228,490,2.125,105,0.05,0.08,1,353.8
33229,490,0.1,148,0.05,0.08,1,355.0
33230,490,3.125,78,0.05,0.08,1,355.0
33231,110,-1.75,19,0.05,0.08,0,351.2
33232,360,4.725,60,0.05,0.08,0,349.9
33233,490,6.275,79,0.05,0.08,1,349.9
33234,490,0.55,140,0.05,0.08,1,349.9
33235,490,2.25,99,0.05,0.08,1,354.2
33236,490,2.95,82,0.05,0.08,1,356.4
33237,80,-1.925,14,0.05,0.08,0,356.9
33238,490,12.15,107,0.05,0.08,1,360.2
33239,490,2.55,88,0.05,0.08,1,360.2
33240,490,0.125,152,0.05,0.08,1,360.2
33241,490,2.475,96,0.05,0.08,1,364.4
33242,150,-1.55,22,0.05,0.08,0,361.0
33243,490,6.175,204,0.05,0.08,1,361.0
33244,490,2.1,103,0.05,0.08,1,364.3
33245,490,3.125,78,0.05,0.08,1,364.3
33246,490,0.675,136,0.05,0.08,1,368.0
33247,330,-1.8,65,0.05,0.08,0,370.5
33248,490,6.9,84,0.05,0.08,1,370.5
33249,490,-2.6,221,0.05,0.08,1,370.5
33250,80,-2.2,21,0.05,0.08,0,366.4
33251,490,12.425,101,0.05,0.08,1,366.4
33252,320,-1.65,62,0.05,0.08,0,365.1
33253,490,5.3,120,0.05,0.08,1,366.5
33254,490,3.15,76,0.05,0.08,1,366.5
33255,120,-5.675,110,0.05,0.08,0,367.1
33256,320,3.35,67,0.05,0.08,0,368.7
33257,320,-2.475,83,0.05,0.08,0,367.0
33258,70,-2.15,19,0.05,0.08,0,365.4
33259,490,9.35,178,0.05,0.08,1,365.4
33260,490,2.65,91,0.05,0.08,1,365.4
33261,490,2.625,92,0.05,0.08,1,365.4
33262,490,3.0,82,0.05,0.08,1,369.7
33263,490,3.1,79,0.05,0.08,1,369.7
33264,490,1.9,109,0.05,0.08,1,373.8
33265,490,1.725,111,0.05,0.08,1,373.8
33266,350,-2.9,102,0.05,0.08,0,372.4
33267,490,4.325,123,0.05,0.08,1,375.7
33268,490,2.95,82,0.05,0.08,1,380.0
33269,490,1.9,106,0.05,0.08,1,380.0
33270,490,1.1,127,0.05,0.08,1,380.0
33271,430,-2.875,111,0.05,0.08,0,379.4
33272,160,-3.4,70,0.05,0.08,0,378.9
33273,160,-3.15,63,0.05,0.08,0,379.4
33274,490,10.3,104,0.05,0.08,1,379.4
33275,180,-1.575,27,0.05,0.08,0,376.3
33276,410,4.6,76,0.05,0.08,0,378.5
33277,490,4.65,84,0.05,0.08,1,380.2
33278,490,-2.5,219,0.05,0.08,1,384.0
33279,450,-1.75,92,0.05,0.08,0,384.9
33280,490,3.35,99,0.05,0.08,1,388.8
33281,90,-1.9,16,0.05,0.08,0,384.8
33282,70,-2.0,15,0.05,0.08,0,384.9
33283,490,11.15,131,0.05,0.08,1,388.6
33284,130,-1.975,27,0.05,0.08,0,387.9
33285,490,10.925,100,0.05,0.08,1,390.8
33286,490,1.45,121,0.05,0.08,1,390.8
33287,260,-1.775,53,0.05,0.08,0,388.5
33288,100,-1.825,16,0.05,0.08,0,388.5
33289,490,12.625,85,0.05,0.08,1,388.5
33290,490,1.525,116,0.05,0.08,1,388.5
33291,260,-1.45,43,0.05,0.08,0,389.1
33292,490,6.4,134,0.05,0.08,1,389.1
