episode,score,ep_reward,steps,epsilon,alpha,won,avg_score_100
63145,130,-1.825,23,0.05,0.08,0,373.8
63146,490,11.125,104,0.05,0.08,1,375.5
63147,490,2.225,103,0.05,0.08,1,375.5
63148,490,2.15,104,0.05,0.08,1,375.5
63149,490,0.875,131,0.05,0.08,1,375.5
63150,400,-1.725,81,0.05,0.08,0,376.2
63151,110,-2.25,30,0.05,0.08,0,376.6
63152,490,10.25,132,0.05,0.08,1,380.9
63153,60,-1.85,8,0.05,0.08,0,376.6
63154,490,13.375,90,0.05,0.08,1,376.6
63155,490,1.675,113,0.05,0.08,1,378.9
63156,490,1.575,119,0.05,0.08,1,379.5
63157,490,2.5,94,0.05,0.08,1,383.3
63158,410,-7.025,218,0.05,0.08,0,385.3
63159,490,4.5,88,0.05,0.08,1,388.0
63160,490,3.075,81,0.05,0.08,1,388.0
63161,50,-1.9,9,0.05,0.08,0,383.6
63162,490,14.325,67,0.05,0.08,1,383.6
63163,490,0.675,140,0.05,0.08,1,383.6
63164,70,-2.925,37,0.05,0.08,0,379.4
63165,490,12.925,96,0.05,0.08,1,379.4
63166,370,-1.55,68,0.05,0.08,0,382.1
63167,60,-1.85,10,0.05,0.08,0,380.5
63168,490,12.275,112,0.05,0.08,1,380.5
63169,490,2.5,95,0.05,0.08,1,380.5
63170,140,-2.55,46,0.05,0.08,0,381.6
63171,100,-2.3,29,0.05,0.08,0,377.7
63172,490,12.95,78,0.05,0.08,1,380.9
63173,120,-1.825,20,0.05,0.08,0,377.2
63174,490,11.2,101,0.05,0.08,1,377.2
63175,110,-1.6,15,0.05,0.08,0,373.4
63176,490,9.775,145,0.05,0.08,1,374.6
63177,320,-3.275,103,0.05,0.08,0,372.9
63178,490,7.175,83,0.05,0.08,1,372.9
63179,490,2.55,94,0.05,0.08,1,372.9
63180,300,-2.925,91,0.05,0.08,0,374.3
63181,490,7.725,77,0.05,0.08,1,374.3
63182,490,0.25,153,0.05,0.08,1,374.3
63183,490,0.3,150,0.05,0.08,1,374.3
63184,310,-2.825,91,0.05,0.08,0,372.5
63185,100,-2.1,23,0.05,0.08,0,368.6
63186,490,12.775,82,0.05,0.08,1,372.5
63187,490,3.05,80,0.05,0.08,1,374.0
63188,320,-2.125,71,0.05,0.08,0,372.3
63189,490,5.775,114,0.05,0.08,1,372.9
63190,150,-2.525,45,0.05,0.08,0,373.1
63191,50,-2.175,14,0.05,0.08,0,368.7
63192,490,13.275,100,0.05,0.08,1,368.7
63193,490,1.725,113,0.05,0.08,1,372.5
63194,490,2.075,106,0.05,0.08,1,372.5
63195,360,-2.35,87,0.05,0.08,0,371.2
63196,50,-2.475,24,0.05,0.08,0,366.8
63197,50,-2.45,21,0.05,0.08,0,362.4
63198,490,13.75,89,0.05,0.08,1,366.7
63199,270,-1.875,56,0.05,0.08,0,365.6
63200,160,-2.75,54,0.05,0.08,0,363.2
63201,230,0.325,36,0.05,0.08,0,360.6
63202,50,-2.025,12,0.05,0.08,0,356.2
63203,490,12.75,105,0.05,0.08,1,356.2
63204,490,2.75,89,0.05,0.08,1,356.2
63205,210,-1.25,26,0.05,0.08,0,353.4
63206,30,-2.0,5,0.05,0.08,0,348.8
63207,490,13.625,104,0.05,0.08,1,350.4
63208,490,0.425,143,0.05,0.08,1,354.3
63209,490,3.4,71,0.05,0.08,1,354.6
63210,320,-3.0,97,0.05,0.08,0,356.4
63211,490,6.675,90,0.05,0.08,1,360.2
63212,490,1.5,119,0.05,0.08,1,362.5
63213,490,1.375,122,0.05,0.08,1,362.5
63214,30,-2.475,17,0.05,0.08,0,357.9
63215,100,-0.225,19,0.05,0.08,0,355.1
63216,490,11.425,114,0.05,0.08,1,355.1
63217,70,-3.1,43,0.05,0.08,0,352.0
63218,490,13.275,86,0.05,0.08,1,352.0
63219,110,-2.525,36,0.05,0.08,0,348.2
63220,490,9.0,169,0.05,0.08,1,348.2
63221,490,1.95,109,0.05,0.08,1,349.4
63222,310,-1.55,55,0.05,0.08,0,351.2
63223,260,-5.525,146,0.05,0.08,0,348.9
63224,490,7.45,108,0.05,0.08,1,348.9
63225,280,-2.375,68,0.05,0.08,0,347.4
63226,490,6.075,138,0.05,0.08,1,351.7
63227,490,2.8,89,0.05,0.08,1,351.7
63228,490,3.3,74,0.05,0.08,1,351.7
63229,410,-4.45,154,0.05,0.08,0,350.9
63230,160,-2.4,45,0.05,0.08,0,347.6
63231,490,6.4,197,0.05,0.08,1,347.6
63232,320,-3.2,102,0.05,0.08,0,345.9
63233,490,6.525,92,0.05,0.08,1,350.3
63234,490,3.55,69,0.05,0.08,1,350.3
63235,220,-2.375,55,0.05,0.08,0,352.0
63236,490,8.45,113,0.05,0.08,1,352.0
63237,120,-2.925,50,0.05,0.08,0,351.2
63238,70,-1.85,10,0.05,0.08,0,351.6
63239,50,-2.325,18,0.05,0.08,0,351.1
63240,490,11.9,133,0.05,0.08,1,351.1
63241,230,-1.6,38,0.05,0.08,0,348.5
63242,490,9.15,88,0.05,0.08,1,351.0
63243,210,-2.425,55,0.05,0.08,0,348.2
63244,100,-2.2,25,0.05,0.08,0,344.3
63245,490,13.525,62,0.05,0.08,1,347.9
63246,490,3.125,79,0.05,0.08,1,347.9
63247,120,-1.65,18,0.05,0.08,0,344.2
63248,490,11.675,88,0.05,0.08,1,344.2
63249,50,-2.4,21,0.05,0.08,0,339.8
63250,490,13.125,96,0.05,0.08,1,340.7
63251,160,-3.875,82,0.05,0.08,0,341.2
63252,270,0.6,64,0.05,0.08,0,339.0
63253,60,-2.55,27,0.05,0.08,0,339.0
63254,490,13.65,78,0.05,0.08,1,339.0
63255,490,3.025,80,0.05,0.08,1,339.0
63256,370,-1.55,70,0.05,0.08,0,337.8
63257,490,5.475,90,0.05,0.08,1,337.8
63258,490,3.0,83,0.05,0.08,1,338.6
63259,160,-4.075,89,0.05,0.08,0,335.3
63260,80,-3.3,50,0.05,0.08,0,331.2
63261,490,11.125,134,0.05,0.08,1,335.6
63262,490,0.925,134,0.05,0.08,1,335.6
63263,80,-3.225,47,0.05,0.08,0,331.5
63264,490,12.6,95,0.05,0.08,1,335.7
63265,490,2.65,91,0.05,0.08,1,335.7
63266,490,1.725,111,0.05,0.08,1,336.9
63267,490,2.325,101,0.05,0.08,1,341.2
63268,380,-3.8,130,0.05,0.08,0,340.1
63269,430,0.4,71,0.05,0.08,0,339.5
63270,70,-2.95,37,0.05,0.08,0,338.8
63271,490,13.025,94,0.05,0.08,1,342.7
63272,490,1.95,106,0.05,0.08,1,342.7
63273,80,-1.85,14,0.05,0.08,0,342.3
63274,490,13.0,79,0.05,0.08,1,342.3
63275,50,-2.4,19,0.05,0.08,0,341.7
63276,490,13.1,100,0.05,0.08,1,341.7
63277,490,-0.85,179,0.05,0.08,1,343.4
63278,410,-5.25,174,0.05,0.08,0,342.6
63279,220,-2.625,61,0.05,0.08,0,339.9
63280,70,-2.175,18,0.05,0.08,0,337.6
63281,490,13.45,83,0.05,0.08,1,337.6
63282,50,-2.925,33,0.05,0.08,0,333.2
63283,490,13.325,99,0.05,0.08,1,333.2
63284,490,2.375,98,0.05,0.08,1,335.0
63285,490,2.45,93,0.05,0.08,1,338.9
63286,490,2.6,92,0.05,0.08,1,338.9
63287,160,-2.45,46,0.05,0.08,0,335.6
63288,490,9.4,120,0.05,0.08,1,337.3
63289,490,2.425,96,0.05,0.08,1,337.3
63290,490,-1.025,182,0.05,0.08,1,340.7
63291,60,-2.25,20,0.05,0.08,0,340.8
63292,490,12.5,107,0.05,0.08,1,340.8
63293,160,-2.975,60,0.05,0.08,0,337.5
63294,490,9.975,105,0.05,0.08,1,337.5
63295,30,-2.175,9,0.05,0.08,0,334.2
63296,490,12.075,145,0.05,0.08,1,338.6
63297,490,1.475,122,0.05,0.08,1,343.0
63298,490,2.775,87,0.05,0.08,1,343.0
63299,290,-1.95,62,0.05,0.08,0,343.2
63300,70,-2.375,23,0.05,0.08,0,342.3
63301,350,4.1,105,0.05,0.08,0,343.5
63302,490,3.225,160,0.05,0.08,1,347.9
63303,490,2.9,84,0.05,0.08,1,347.9
63304,200,-2.425,54,0.05,0.08,0,345.0
63305,250,-1.7,80,0.05,0.08,0,345.4
63306,450,0.075,171,0.05,0.08,0,349.6
63307,490,3.575,85,0.05,0.08,1,349.6
63308,490,1.225,123,0.05,0.08,1,349.6
63309,70,-1.8,11,0.05,0.08,0,345.4
63310,490,12.75,93,0.05,0.08,1,347.1
63311,490,2.4,96,0.05,0.08,1,347.1
63312,160,-3.4,70,0.05,0.08,0,343.8
63313,490,10.475,101,0.05,0.08,1,343.8
63314,490,2.9,83,0.05,0.08,1,348.4
63315,490,2.45,96,0.05,0.08,1,352.3
63316,160,-2.475,48,0.05,0.08,0,349.0
63317,490,9.65,117,0.05,0.08,1,353.2
63318,490,2.45,95,0.05,0.08,1,353.2
63319,490,-0.975,183,0.05,0.08,1,357.0
63320,490,0.975,132,0.05,0.08,1,357.0
63321,490,2.65,88,0.05,0.08,1,357.0
63322,490,1.725,113,0.05,0.08,1,358.8
63323,490,-1.55,201,0.05,0.08,1,361.1
63324,490,2.175,102,0.05,0.08,1,361.1
63325,490,1.45,115,0.05,0.08,1,363.2
63326,490,3.575,67,0.05,0.08,1,363.2
63327,490,3.325,74,0.05,0.08,1,363.2
63328,490,2.975,83,0.05,0.08,1,363.2
63329,490,1.325,121,0.05,0.08,1,364.0
63330,490,1.075,129,0.05,0.08,1,367.3
63331,490,0.6,141,0.05,0.08,1,367.3
63332,490,1.95,107,0.05,0.08,1,369.0
63333,490,2.475,91,0.05,0.08,1,369.0
63334,490,3.125,79,0.05,0.08,1,369.0
63335,490,2.925,83,0.05,0.08,1,371.7
63336,490,2.875,86,0.05,0.08,1,371.7
63337,260,-2.05,59,0.05,0.08,0,373.1
63338,30,-2.225,10,0.05,0.08,0,372.7
63339,490,12.575,129,0.05,0.08,1,377.1
63340,70,-2.275,22,0.05,0.08,0,372.9
63341,490,13.325,81,0.05,0.08,1,375.5
63342,210,-2.725,66,0.05,0.08,0,372.7
63343,360,1.825,80,0.05,0.08,0,374.2
63344,100,-2.95,44,0.05,0.08,0,374.2
63345,220,1.15,36,0.05,0.08,0,371.5
63346,490,9.225,93,0.05,0.08,1,371.5
63347,490,2.675,88,0.05,0.08,1,375.2
63348,490,-0.425,171,0.05,0.08,1,375.2
63349,490,2.0,106,0.05,0.08,1,379.6
63350,110,-2.2,29,0.05,0.08,0,375.8
63351,370,1.975,139,0.05,0.08,0,377.9
63352,490,5.825,86,0.05,0.08,1,380.1
63353,410,-2.65,106,0.05,0.08,0,383.6
63354,490,-0.325,209,0.05,0.08,1,383.6
63355,370,-2.375,92,0.05,0.08,0,382.4
63356,70,-2.85,36,0.05,0.08,0,379.4
63357,490,13.175,90,0.05,0.08,1,379.4
63358,490,2.025,107,0.05,0.08,1,379.4
63359,490,2.075,107,0.05,0.08,1,382.7
63360,490,2.775,87,0.05,0.08,1,386.8
63361,490,3.0,81,0.05,0.08,1,386.8
63362,120,-2.225,32,0.05,0.08,0,383.1
63363,80,-2.025,18,0.05,0.08,0,383.1
63364,490,11.975,105,0.05,0.08,1,383.1
63365,250,-1.525,43,0.05,0.08,0,380.7
63366,400,1.85,79,0.05,0.08,0,379.8
63367,200,-3.55,84,0.05,0.08,0,376.9
63368,220,-2.6,75,0.05,0.08,0,375.3
63369,490,9.15,90,0.05,0.08,1,375.9
63370,100,-2.125,23,0.05,0.08,0,376.2
63371,490,10.95,124,0.05,0.08,1,376.2
63372,490,0.875,129,0.05,0.08,1,376.2
63373,490,2.6,88,0.05,0.08,1,380.3
63374,430,-3.05,122,0.05,0.08,0,379.7
63375,490,3.5,101,0.05,0.08,1,384.1
63376,400,-1.225,67,0.05,0.08,0,383.2
63377,490,4.725,94,0.05,0.08,1,383.2
63378,490,2.35,99,0.05,0.08,1,384.0
63379,30,-2.2,10,0.05,0.08,0,382.1
63380,490,14.3,87,0.05,0.08,1,386.3
63381,490,0.35,148,0.05,0.08,1,386.3
63382,400,-4.15,144,0.05,0.08,0,389.8
63383,60,-1.95,10,0.05,0.08,0,385.5
63384,50,-2.65,26,0.05,0.08,0,381.1
63385,490,11.625,134,0.05,0.08,1,381.1
63386,460,-1.6,93,0.05,0.08,0,380.8
63387,200,-3.125,71,0.05,0.08,0,381.2
63388,230,-2.625,79,0.05,0.08,0,378.6
63389,230,-2.3,57,0.05,0.08,0,376.0
63390,200,-1.25,26,0.05,0.08,0,373.1
63391,110,-2.65,40,0.05,0.08,0,373.6
63392,380,5.65,59,0.05,0.08,0,372.5
63393,60,-2.0,13,0.05,0.08,0,371.5
63394,300,3.375,81,0.05,0.08,0,369.6
63395,60,-2.8,32,0.05,0.08,0,369.9
63396,490,11.85,127,0.05,0.08,1,369.9
63397,360,-3.175,109,0.05,0.08,0,368.6
63398,200,-3.175,70,0.05,0.08,0,365.7
63399,490,8.575,118,0.05,0.08,1,367.7
63400,490,1.525,118,0.05,0.08,1,371.9
63401,490,2.8,88,0.05,0.08,1,373.3
63402,490,1.375,122,0.05,0.08,1,373.3
63403,490,1.275,124,0.05,0.08,1,373.3
63404,420,-1.175,73,0.05,0.08,0,375.5
63405,210,-3.275,76,0.05,0.08,0,375.1
63406,150,-1.85,27,0.05,0.08,0,372.1
63407,490,11.375,84,0.05,0.08,1,372.1
63408,420,-1.825,87,0.05,0.08,0,371.4
63409,430,-2.025,103,0.05,0.08,0,375.0
63410,150,-1.675,23,0.05,0.08,0,371.6
63411,180,-0.875,37,0.05,0.08,0,368.5
63412,300,1.1,65,0.05,0.08,0,369.9
63413,70,-1.95,12,0.05,0.08,0,365.7
63414,490,12.525,106,0.05,0.08,1,365.7
63415,490,2.85,86,0.05,0.08,1,365.7
63416,110,-3.0,48,0.05,0.08,0,365.2
63417,370,5.325,65,0.05,0.08,0,364.0
63418,400,-1.85,97,0.05,0.08,0,363.1
63419,270,-2.25,68,0.05,0.08,0,360.9
63420,50,-2.9,35,0.05,0.08,0,356.5
63421,490,12.0,125,0.05,0.08,1,356.5
63422,490,-1.4,193,0.05,0.08,1,356.5
63423,490,2.45,97,0.05,0.08,1,356.5
63424,120,-3.0,52,0.05,0.08,0,352.8
63425,40,-2.975,31,0.05,0.08,0,348.3
63426,360,4.875,107,0.05,0.08,0,347.0
63427,490,5.65,89,0.05,0.08,1,347.0
63428,490,3.4,71,0.05,0.08,1,347.0
63429,490,3.3,72,0.05,0.08,1,347.0
63430,490,1.95,108,0.05,0.08,1,347.0
63431,490,2.925,82,0.05,0.08,1,347.0
63432,490,1.575,118,0.05,0.08,1,347.0
63433,80,-1.875,15,0.05,0.08,0,342.9
63434,200,0.65,52,0.05,0.08,0,340.0
63435,490,9.025,104,0.05,0.08,1,340.0
63436,470,-0.875,76,0.05,0.08,0,339.8
63437,490,2.925,88,0.05,0.08,1,342.1
63438,490,2.35,99,0.05,0.08,1,346.7
63439,490,1.325,122,0.05,0.08,1,346.7
63440,410,-6.05,186,0.05,0.08,0,350.1
63441,490,3.825,112,0.05,0.08,1,350.1
63442,490,2.075,106,0.05,0.08,1,352.9
63443,490,1.3,125,0.05,0.08,1,354.2
63444,490,1.35,123,0.05,0.08,1,358.1
63445,490,3.325,72,0.05,0.08,1,360.8
63446,490,2.3,96,0.05,0.08,1,360.8
63447,490,2.925,84,0.05,0.08,1,360.8
63448,240,-2.75,71,0.05,0.08,0,358.3
63449,490,8.825,86,0.05,0.08,1,358.3
63450,490,1.5,118,0.05,0.08,1,362.1
63451,70,-3.075,44,0.05,0.08,0,359.1
63452,410,6.525,83,0.05,0.08,0,358.3
63453,490,3.425,122,0.05,0.08,1,359.1
63454,260,-4.675,126,0.05,0.08,0,356.8
63455,250,-1.7,48,0.05,0.08,0,355.6
63456,490,5.7,161,0.05,0.08,1,359.8
63457,490,1.0,130,0.05,0.08,1,359.8
63458,490,2.075,107,0.05,0.08,1,359.8
63459,50,-2.1,14,0.05,0.08,0,355.4
63460,80,-2.125,30,0.05,0.08,0,351.3
63461,490,10.525,152,0.05,0.08,1,351.3
63462,120,-2.625,40,0.05,0.08,0,351.3
63463,60,-2.275,18,0.05,0.08,0,351.1
63464,280,0.9,135,0.05,0.08,0,349.0
63465,50,-2.025,10,0.05,0.08,0,347.0
63466,490,14.0,82,0.05,0.08,1,347.9
63467,490,1.225,125,0.05,0.08,1,350.8
63468,180,-3.65,78,0.05,0.08,0,350.4
63469,490,8.825,122,0.05,0.08,1,350.4
63470,490,2.875,83,0.05,0.08,1,354.3
63471,120,-2.425,34,0.05,0.08,0,350.6
63472,490,8.7,171,0.05,0.08,1,350.6
63473,490,3.45,71,0.05,0.08,1,350.6
63474,400,-2.75,107,0.05,0.08,0,350.3
63475,490,4.5,100,0.05,0.08,1,350.3
63476,70,-3.6,57,0.05,0.08,0,347.0
63477,490,13.275,79,0.05,0.08,1,347.0
63478,360,-2.475,88,0.05,0.08,0,345.7
63479,490,4.325,130,0.05,0.08,1,350.3
63480,490,1.4,122,0.05,0.08,1,350.3
63481,70,-3.3,48,0.05,0.08,0,346.1
63482,90,-1.95,30,0.05,0.08,0,343.0
63483,490,12.45,90,0.05,0.08,1,347.3
63484,490,3.3,74,0.05,0.08,1,351.7
63485,230,-2.9,72,0.05,0.08,0,349.1
63486,260,-1.675,64,0.05,0.08,0,347.1
63487,250,-2.625,72,0.05,0.08,0,347.6
63488,490,8.5,89,0.05,0.08,1,350.2
63489,490,2.5,94,0.05,0.08,1,352.8
63490,490,2.475,96,0.05,0.08,1,355.7
63491,490,-0.75,176,0.05,0.08,1,359.5
63492,490,2.2,102,0.05,0.08,1,360.6
63493,110,-2.6,38,0.05,0.08,0,361.1
63494,490,9.1,163,0.05,0.08,1,363.0
63495,270,-3.25,91,0.05,0.08,0,365.1
63496,250,-2.95,81,0.05,0.08,0,362.7
63497,490,8.15,96,0.05,0.08,1,364.0
63498,490,2.45,96,0.05,0.08,1,366.9
63499,490,2.75,88,0.05,0.08,1,366.9
63500,490,2.325,98,0.05,0.08,1,366.9
63501,490,1.45,119,0.05,0.08,1,366.9
63502,490,1.95,108,0.05,0.08,1,366.9
63503,490,1.825,109,0.05,0.08,1,366.9
63504,180,-3.75,82,0.05,0.08,0,364.5
63505,230,-1.4,67,0.05,0.08,0,364.7
63506,490,8.2,112,0.05,0.08,1,368.1
63507,370,-4.1,136,0.05,0.08,0,366.9
63508,490,5.75,79,0.05,0.08,1,367.6
63509,490,2.45,95,0.05,0.08,1,368.2
63510,490,1.4,119,0.05,0.08,1,371.6
63511,490,2.3,98,0.05,0.08,1,374.7
63512,60,-2.625,28,0.05,0.08,0,372.3
63513,490,12.15,115,0.05,0.08,1,376.5
63514,100,-2.0,22,0.05,0.08,0,372.6
63515,490,8.2,193,0.05,0.08,1,372.6
63516,380,-1.825,79,0.05,0.08,0,375.3
63517,490,4.0,124,0.05,0.08,1,376.5
63518,490,1.475,119,0.05,0.08,1,377.4
63519,490,3.325,72,0.05,0.08,1,379.6
63520,490,2.15,103,0.05,0.08,1,384.0
63521,490,0.525,143,0.05,0.08,1,384.0
63522,60,-3.25,44,0.05,0.08,0,379.7
63523,490,12.75,96,0.05,0.08,1,379.7
63524,490,2.75,89,0.05,0.08,1,383.4
63525,120,-1.85,21,0.05,0.08,0,384.2
63526,370,4.875,74,0.05,0.08,0,384.3
63527,450,-3.325,184,0.05,0.08,0,383.9
63528,490,3.875,79,0.05,0.08,1,383.9
63529,490,1.65,115,0.05,0.08,1,383.9
63530,490,-4.475,262,0.05,0.08,1,383.9
63531,230,-2.325,58,0.05,0.08,0,381.3
63532,490,9.35,85,0.05,0.08,1,381.3
63533,490,2.325,99,0.05,0.08,1,385.4
63534,130,-3.65,67,0.05,0.08,0,384.7
63535,490,11.5,92,0.05,0.08,1,384.7
63536,170,-2.325,41,0.05,0.08,0,381.7
63537,490,10.725,88,0.05,0.08,1,381.7
63538,490,2.975,81,0.05,0.08,1,381.7
63539,490,1.625,116,0.05,0.08,1,381.7
63540,160,-2.25,42,0.05,0.08,0,379.2
63541,490,8.075,151,0.05,0.08,1,379.2
63542,490,2.2,101,0.05,0.08,1,379.2
63543,490,1.925,109,0.05,0.08,1,379.2
63544,150,-2.625,47,0.05,0.08,0,375.8
63545,430,5.675,87,0.05,0.08,0,375.2
63546,490,3.925,89,0.05,0.08,1,375.2
63547,150,-3.0,57,0.05,0.08,0,371.8
63548,230,0.75,38,0.05,0.08,0,371.7
63549,450,3.775,85,0.05,0.08,0,371.3
63550,490,2.075,130,0.05,0.08,1,371.3
63551,490,3.05,81,0.05,0.08,1,375.5
63552,490,0.775,139,0.05,0.08,1,376.3
63553,490,2.2,106,0.05,0.08,1,376.3
63554,30,-2.05,6,0.05,0.08,0,374.0
63555,490,12.8,125,0.05,0.08,1,376.4
63556,490,3.0,83,0.05,0.08,1,376.4
63557,360,-2.625,98,0.05,0.08,0,375.1
63558,490,5.2,104,0.05,0.08,1,375.1
63559,300,-2.3,76,0.05,0.08,0,377.6
63560,490,5.225,143,0.05,0.08,1,381.7
63561,360,-3.8,125,0.05,0.08,0,380.4
63562,490,3.1,157,0.05,0.08,1,384.1
63563,80,-1.925,14,0.05,0.08,0,384.3
63564,310,3.8,73,0.05,0.08,0,384.6
63565,320,-2.75,85,0.05,0.08,0,387.3
63566,490,7.025,87,0.05,0.08,1,387.3
63567,490,2.75,88,0.05,0.08,1,387.3
63568,170,-1.75,32,0.05,0.08,0,387.2
63569,60,-2.75,29,0.05,0.08,0,382.9
63570,490,13.825,75,0.05,0.08,1,382.9
63571,30,-2.275,11,0.05,0.08,0,382.0
63572,490,13.525,104,0.05,0.08,1,382.0
63573,490,2.1,105,0.05,0.08,1,382.0
63574,490,2.3,100,0.05,0.08,1,382.9
63575,490,3.2,75,0.05,0.08,1,382.9
63576,30,-2.325,15,0.05,0.08,0,382.5
63577,490,13.375,103,0.05,0.08,1,382.5
63578,490,2.7,89,0.05,0.08,1,383.8
63579,220,-2.575,60,0.05,0.08,0,381.1
63580,490,9.275,91,0.05,0.08,1,381.1
63581,90,-3.05,45,0.05,0.08,0,381.3
63582,70,-2.75,32,0.05,0.08,0,381.1
63583,130,-0.5,20,0.05,0.08,0,377.5
63584,490,11.875,84,0.05,0.08,1,377.5
63585,490,3.0,79,0.05,0.08,1,380.1
63586,490,1.625,114,0.05,0.08,1,382.4
63587,490,2.375,97,0.05,0.08,1,384.8
63588,490,-1.425,194,0.05,0.08,1,384.8
63589,280,-2.675,75,0.05,0.08,0,382.7
63590,490,7.725,92,0.05,0.08,1,382.7
63591,170,-2.825,57,0.05,0.08,0,379.5
63592,490,11.075,71,0.05,0.08,1,379.5
63593,490,3.025,80,0.05,0.08,1,383.3
63594,110,-2.425,35,0.05,0.08,0,379.5
63595,490,11.725,93,0.05,0.08,1,381.7
63596,490,-0.175,162,0.05,0.08,1,384.1
63597,320,-2.375,78,0.05,0.08,0,382.4
63598,30,-2.35,14,0.05,0.08,0,377.8
63599,490,13.575,105,0.05,0.08,1,377.8
63600,70,-1.875,13,0.05,0.08,0,373.6
63601,490,13.525,74,0.05,0.08,1,373.6
63602,360,-3.35,111,0.05,0.08,0,372.3
63603,490,4.3,123,0.05,0.08,1,372.3
63604,490,-0.25,161,0.05,0.08,1,375.4
63605,490,2.1,104,0.05,0.08,1,378.0
63606,490,0.325,145,0.05,0.08,1,378.0
63607,490,2.9,84,0.05,0.08,1,379.2
63608,490,2.675,88,0.05,0.08,1,379.2
63609,490,1.775,113,0.05,0.08,1,379.2
63610,160,-3.725,79,0.05,0.08,0,375.9
63611,80,-1.9,15,0.05,0.08,0,371.8
63612,200,1.4,27,0.05,0.08,0,373.2
63613,490,9.925,90,0.05,0.08,1,373.2
63614,120,-2.5,38,0.05,0.08,0,373.4
63615,190,0.15,36,0.05,0.08,0,370.4
63616,490,7.425,153,0.05,0.08,1,371.5
63617,240,-2.075,55,0.05,0.08,0,369.0
63618,100,-2.225,28,0.05,0.08,0,365.1
63619,150,-3.1,90,0.05,0.08,0,361.7
63620,70,-3.0,41,0.05,0.08,0,357.5
63621,490,10.25,157,0.05,0.08,1,357.5
63622,130,-1.95,26,0.05,0.08,0,358.2
63623,60,-3.9,60,0.05,0.08,0,353.9
63624,490,12.775,99,0.05,0.08,1,353.9
63625,490,2.225,98,0.05,0.08,1,357.6
63626,30,-2.05,6,0.05,0.08,0,354.2
63627,490,14.25,85,0.05,0.08,1,354.6
63628,490,3.55,67,0.05,0.08,1,354.6
63629,490,2.075,107,0.05,0.08,1,354.6
63630,490,-0.525,171,0.05,0.08,1,354.6
63631,490,2.1,105,0.05,0.08,1,357.2
63632,490,-0.025,154,0.05,0.08,1,357.2
63633,220,-2.5,62,0.05,0.08,0,354.5
63634,60,-2.15,15,0.05,0.08,0,353.8
63635,50,-4.175,66,0.05,0.08,0,349.4
63636,70,-1.575,15,0.05,0.08,0,348.4
63637,60,-2.15,18,0.05,0.08,0,344.1
63638,320,0.725,164,0.05,0.08,0,342.4
63639,490,6.425,98,0.05,0.08,1,342.4
63640,490,2.1,101,0.05,0.08,1,345.7
63641,120,-2.125,30,0.05,0.08,0,342.0
63642,330,2.75,85,0.05,0.08,0,340.4
63643,490,6.825,79,0.05,0.08,1,340.4
63644,80,-1.85,14,0.05,0.08,0,339.7
63645,490,12.25,97,0.05,0.08,1,340.3
63646,70,-3.5,52,0.05,0.08,0,336.1
63647,400,4.2,138,0.05,0.08,0,338.6
63648,490,4.95,83,0.05,0.08,1,341.2
63649,130,-1.825,25,0.05,0.08,0,338.0
63650,490,11.15,97,0.05,0.08,1,338.0
63651,30,-2.05,6,0.05,0.08,0,333.4
63652,370,7.125,73,0.05,0.08,0,332.2
63653,490,5.575,85,0.05,0.08,1,332.2
63654,240,-1.95,50,0.05,0.08,0,334.3
63655,70,-2.55,27,0.05,0.08,0,330.1
63656,490,12.3,105,0.05,0.08,1,330.1
63657,160,-2.125,40,0.05,0.08,0,328.1
63658,490,10.925,82,0.05,0.08,1,328.1
63659,490,2.625,90,0.05,0.08,1,330.0
63660,490,1.925,109,0.05,0.08,1,330.0
63661,490,1.975,108,0.05,0.08,1,331.3
63662,490,2.925,82,0.05,0.08,1,331.3
63663,320,-5.45,160,0.05,0.08,0,333.7
63664,490,5.5,117,0.05,0.08,1,335.5
63665,490,-2.525,221,0.05,0.08,1,337.2
63666,490,3.025,78,0.05,0.08,1,337.2
63667,60,-2.425,24,0.05,0.08,0,332.9
63668,180,0.275,51,0.05,0.08,0,333.0
63669,490,9.675,107,0.05,0.08,1,337.3
63670,490,0.0,154,0.05,0.08,1,337.3
63671,210,-2.0,44,0.05,0.08,0,339.1
63672,430,3.95,73,0.05,0.08,0,338.5
63673,490,4.325,87,0.05,0.08,1,338.5
63674,160,-2.45,46,0.05,0.08,0,335.2
63675,490,10.25,102,0.05,0.08,1,335.2
63676,260,-2.5,70,0.05,0.08,0,337.5
63677,490,6.95,119,0.05,0.08,1,337.5
63678,110,-2.2,26,0.05,0.08,0,333.7
63679,230,1.0,48,0.05,0.08,0,333.8
63680,170,-1.775,29,0.05,0.08,0,330.6
63681,100,-2.0,22,0.05,0.08,0,330.7
63682,490,11.45,108,0.05,0.08,1,334.9
63683,320,-3.575,106,0.05,0.08,0,336.8
63684,490,5.375,123,0.05,0.08,1,336.8
63685,490,0.35,149,0.05,0.08,1,336.8
63686,160,-5.0,112,0.05,0.08,0,333.5
63687,120,-3.9,74,0.05,0.08,0,329.8
63688,490,11.9,92,0.05,0.08,1,329.8
63689,490,2.475,91,0.05,0.08,1,331.9
63690,170,-1.95,34,0.05,0.08,0,328.7
63691,490,9.775,113,0.05,0.08,1,331.9
63692,260,-2.975,81,0.05,0.08,0,329.6
63693,100,-3.45,60,0.05,0.08,0,325.7
